state,date,sex,age,ethnicity,population
Sabah,1982-01-01,male,0-4,overall,107.2
Sabah,1982-01-01,male,0-4,bumi,75.6
Sabah,1982-01-01,male,0-4,chinese,12.0
Sabah,1982-01-01,male,0-4,indian,0.5
Sabah,1982-01-01,male,0-4,other,19.2
Sabah,1982-01-01,male,5-9,overall,88.8
Sabah,1982-01-01,male,5-9,bumi,61.2
Sabah,1982-01-01,male,5-9,chinese,11.3
Sabah,1982-01-01,male,5-9,indian,0.4
Sabah,1982-01-01,male,5-9,other,16.0
Sabah,1982-01-01,male,10-14,overall,76.7
Sabah,1982-01-01,male,10-14,bumi,43.5
Sabah,1982-01-01,male,10-14,chinese,10.6
Sabah,1982-01-01,male,10-14,indian,0.7
Sabah,1982-01-01,male,10-14,other,21.9
Sabah,1982-01-01,male,15-19,overall,66.2
Sabah,1982-01-01,male,15-19,bumi,35.3
Sabah,1982-01-01,male,15-19,chinese,9.7
Sabah,1982-01-01,male,15-19,indian,0.9
Sabah,1982-01-01,male,15-19,other,20.3
Sabah,1982-01-01,male,20-24,overall,67.6
Sabah,1982-01-01,male,20-24,bumi,36.9
Sabah,1982-01-01,male,20-24,chinese,9.2
Sabah,1982-01-01,male,20-24,indian,0.9
Sabah,1982-01-01,male,20-24,other,20.7
Sabah,1982-01-01,male,25-29,overall,54.7
Sabah,1982-01-01,male,25-29,bumi,29.6
Sabah,1982-01-01,male,25-29,chinese,9.0
Sabah,1982-01-01,male,25-29,indian,0.7
Sabah,1982-01-01,male,25-29,other,15.4
Sabah,1982-01-01,male,30-34,overall,41.0
Sabah,1982-01-01,male,30-34,bumi,23.0
Sabah,1982-01-01,male,30-34,chinese,8.0
Sabah,1982-01-01,male,30-34,indian,0.6
Sabah,1982-01-01,male,30-34,other,9.4
Sabah,1982-01-01,male,35-39,overall,30.3
Sabah,1982-01-01,male,35-39,bumi,17.6
Sabah,1982-01-01,male,35-39,chinese,6.1
Sabah,1982-01-01,male,35-39,indian,0.3
Sabah,1982-01-01,male,35-39,other,6.3
Sabah,1982-01-01,male,40-44,overall,25.3
Sabah,1982-01-01,male,40-44,bumi,15.2
Sabah,1982-01-01,male,40-44,chinese,4.8
Sabah,1982-01-01,male,40-44,indian,0.2
Sabah,1982-01-01,male,40-44,other,5.1
Sabah,1982-01-01,male,45-49,overall,20.7
Sabah,1982-01-01,male,45-49,bumi,13.6
Sabah,1982-01-01,male,45-49,chinese,3.7
Sabah,1982-01-01,male,45-49,indian,0.2
Sabah,1982-01-01,male,45-49,other,3.2
Sabah,1982-01-01,male,50-54,overall,15.6
Sabah,1982-01-01,male,50-54,bumi,10.5
Sabah,1982-01-01,male,50-54,chinese,2.8
Sabah,1982-01-01,male,50-54,indian,0.2
Sabah,1982-01-01,male,50-54,other,2.1
Sabah,1982-01-01,male,55-59,overall,11.6
Sabah,1982-01-01,male,55-59,bumi,8.0
Sabah,1982-01-01,male,55-59,chinese,2.3
Sabah,1982-01-01,male,55-59,indian,0.1
Sabah,1982-01-01,male,55-59,other,1.2
Sabah,1982-01-01,male,60-64,overall,8.6
Sabah,1982-01-01,male,60-64,bumi,5.5
Sabah,1982-01-01,male,60-64,chinese,2.0
Sabah,1982-01-01,male,60-64,indian,0.1
Sabah,1982-01-01,male,60-64,other,1.0
Sabah,1982-01-01,male,65-69,overall,5.7
Sabah,1982-01-01,male,65-69,bumi,3.5
Sabah,1982-01-01,male,65-69,chinese,1.7
Sabah,1982-01-01,male,65-69,indian,0.0
Sabah,1982-01-01,male,65-69,other,0.5
Sabah,1982-01-01,male,70-74,overall,3.3
Sabah,1982-01-01,male,70-74,bumi,1.8
Sabah,1982-01-01,male,70-74,chinese,1.2
Sabah,1982-01-01,male,70-74,indian,0.0
Sabah,1982-01-01,male,70-74,other,0.2
Sabah,1982-01-01,male,75-79,overall,1.5
Sabah,1982-01-01,male,75-79,bumi,0.7
Sabah,1982-01-01,male,75-79,chinese,0.6
Sabah,1982-01-01,male,75-79,indian,0.0
Sabah,1982-01-01,male,75-79,other,0.1
Sabah,1982-01-01,male,80+,overall,1.1
Sabah,1982-01-01,male,80+,bumi,0.7
Sabah,1982-01-01,male,80+,chinese,0.3
Sabah,1982-01-01,male,80+,indian,0.0
Sabah,1982-01-01,male,80+,other,0.1
Sabah,1983-01-01,both,overall,overall,1255.1
Sabah,1983-01-01,both,overall,bumi,799.2
Sabah,1983-01-01,both,overall,chinese,185.9
Sabah,1983-01-01,both,overall,indian,8.6
Sabah,1983-01-01,both,overall,other,261.3
Sabah,1983-01-01,both,0-4,overall,219.0
Sabah,1983-01-01,both,0-4,bumi,152.8
Sabah,1983-01-01,both,0-4,chinese,23.3
Sabah,1983-01-01,both,0-4,indian,1.2
Sabah,1983-01-01,both,0-4,other,41.7
Sabah,1983-01-01,both,5-9,overall,180.2
Sabah,1983-01-01,both,5-9,bumi,128.3
Sabah,1983-01-01,both,5-9,chinese,22.0
Sabah,1983-01-01,both,5-9,indian,0.7
Sabah,1983-01-01,both,5-9,other,29.2
Sabah,1983-01-01,both,10-14,overall,158.0
Sabah,1983-01-01,both,10-14,bumi,97.6
Sabah,1983-01-01,both,10-14,chinese,20.6
Sabah,1983-01-01,both,10-14,indian,0.9
Sabah,1983-01-01,both,10-14,other,39.0
Sabah,1983-01-01,both,15-19,overall,138.2
Sabah,1983-01-01,both,15-19,bumi,78.2
Sabah,1983-01-01,both,15-19,chinese,19.4
Sabah,1983-01-01,both,15-19,indian,1.1
Sabah,1983-01-01,both,15-19,other,39.5
Sabah,1983-01-01,both,20-24,overall,134.8
Sabah,1983-01-01,both,20-24,bumi,80.0
Sabah,1983-01-01,both,20-24,chinese,18.4
Sabah,1983-01-01,both,20-24,indian,1.3
Sabah,1983-01-01,both,20-24,other,35.2
Sabah,1983-01-01,both,25-29,overall,107.7
Sabah,1983-01-01,both,25-29,bumi,60.9
Sabah,1983-01-01,both,25-29,chinese,17.9
Sabah,1983-01-01,both,25-29,indian,1.0
Sabah,1983-01-01,both,25-29,other,27.9
Sabah,1983-01-01,both,30-34,overall,79.6
Sabah,1983-01-01,both,30-34,bumi,47.7
Sabah,1983-01-01,both,30-34,chinese,15.5
Sabah,1983-01-01,both,30-34,indian,0.8
Sabah,1983-01-01,both,30-34,other,15.5
Sabah,1983-01-01,both,35-39,overall,58.2
Sabah,1983-01-01,both,35-39,bumi,35.2
Sabah,1983-01-01,both,35-39,chinese,11.6
Sabah,1983-01-01,both,35-39,indian,0.5
Sabah,1983-01-01,both,35-39,other,10.9
Sabah,1983-01-01,both,40-44,overall,47.9
Sabah,1983-01-01,both,40-44,bumi,30.9
Sabah,1983-01-01,both,40-44,chinese,9.0
Sabah,1983-01-01,both,40-44,indian,0.3
Sabah,1983-01-01,both,40-44,other,7.7
Sabah,1983-01-01,both,45-49,overall,39.3
Sabah,1983-01-01,both,45-49,bumi,26.4
Sabah,1983-01-01,both,45-49,chinese,7.0
Sabah,1983-01-01,both,45-49,indian,0.3
Sabah,1983-01-01,both,45-49,other,5.7
Sabah,1983-01-01,both,50-54,overall,30.1
Sabah,1983-01-01,both,50-54,bumi,20.8
Sabah,1983-01-01,both,50-54,chinese,5.5
Sabah,1983-01-01,both,50-54,indian,0.2
Sabah,1983-01-01,both,50-54,other,3.6
Sabah,1983-01-01,both,55-59,overall,22.3
Sabah,1983-01-01,both,55-59,bumi,15.4
Sabah,1983-01-01,both,55-59,chinese,4.4
Sabah,1983-01-01,both,55-59,indian,0.2
Sabah,1983-01-01,both,55-59,other,2.3
Sabah,1983-01-01,both,60-64,overall,16.4
Sabah,1983-01-01,both,60-64,bumi,11.1
Sabah,1983-01-01,both,60-64,chinese,3.7
Sabah,1983-01-01,both,60-64,indian,0.1
Sabah,1983-01-01,both,60-64,other,1.5
Sabah,1983-01-01,both,65-69,overall,11.0
Sabah,1983-01-01,both,65-69,bumi,6.9
Sabah,1983-01-01,both,65-69,chinese,3.1
Sabah,1983-01-01,both,65-69,indian,0.1
Sabah,1983-01-01,both,65-69,other,0.9
Sabah,1983-01-01,both,70-74,overall,6.7
Sabah,1983-01-01,both,70-74,bumi,4.1
Sabah,1983-01-01,both,70-74,chinese,2.3
Sabah,1983-01-01,both,70-74,indian,0.0
Sabah,1983-01-01,both,70-74,other,0.3
Sabah,1983-01-01,both,75-79,overall,3.2
Sabah,1983-01-01,both,75-79,bumi,1.7
Sabah,1983-01-01,both,75-79,chinese,1.4
Sabah,1983-01-01,both,75-79,indian,0.0
Sabah,1983-01-01,both,75-79,other,0.2
Sabah,1983-01-01,both,80+,overall,2.5
Sabah,1983-01-01,both,80+,bumi,1.4
Sabah,1983-01-01,both,80+,chinese,0.9
Sabah,1983-01-01,both,80+,indian,0.0
Sabah,1983-01-01,both,80+,other,0.1
Sabah,1983-01-01,female,overall,overall,592.8
Sabah,1983-01-01,female,overall,bumi,392.8
Sabah,1983-01-01,female,overall,chinese,88.0
Sabah,1983-01-01,female,overall,indian,2.6
Sabah,1983-01-01,female,overall,other,109.4
Sabah,1983-01-01,female,0-4,overall,106.0
Sabah,1983-01-01,female,0-4,bumi,74.2
Sabah,1983-01-01,female,0-4,chinese,11.1
Sabah,1983-01-01,female,0-4,indian,0.6
Sabah,1983-01-01,female,0-4,other,20.1
Sabah,1983-01-01,female,5-9,overall,88.5
Sabah,1983-01-01,female,5-9,bumi,63.3
Sabah,1983-01-01,female,5-9,chinese,10.7
Sabah,1983-01-01,female,5-9,indian,0.3
Sabah,1983-01-01,female,5-9,other,14.2
Sabah,1983-01-01,female,10-14,overall,76.1
Sabah,1983-01-01,female,10-14,bumi,49.1
Sabah,1983-01-01,female,10-14,chinese,10.0
Sabah,1983-01-01,female,10-14,indian,0.2
Sabah,1983-01-01,female,10-14,other,16.7
Sabah,1983-01-01,female,15-19,overall,66.2
Sabah,1983-01-01,female,15-19,bumi,39.9
Sabah,1983-01-01,female,15-19,chinese,9.4
Sabah,1983-01-01,female,15-19,indian,0.2
Sabah,1983-01-01,female,15-19,other,16.6
Sabah,1983-01-01,female,20-24,overall,64.0
Sabah,1983-01-01,female,20-24,bumi,40.8
Sabah,1983-01-01,female,20-24,chinese,8.9
Sabah,1983-01-01,female,20-24,indian,0.3
Sabah,1983-01-01,female,20-24,other,14.0
Sabah,1983-01-01,female,25-29,overall,49.1
Sabah,1983-01-01,female,25-29,bumi,29.7
Sabah,1983-01-01,female,25-29,chinese,8.6
Sabah,1983-01-01,female,25-29,indian,0.3
Sabah,1983-01-01,female,25-29,other,10.6
Sabah,1983-01-01,female,30-34,overall,35.5
Sabah,1983-01-01,female,30-34,bumi,22.8
Sabah,1983-01-01,female,30-34,chinese,7.2
Sabah,1983-01-01,female,30-34,indian,0.2
Sabah,1983-01-01,female,30-34,other,5.4
Sabah,1983-01-01,female,35-39,overall,25.9
Sabah,1983-01-01,female,35-39,bumi,16.8
Sabah,1983-01-01,female,35-39,chinese,5.1
Sabah,1983-01-01,female,35-39,indian,0.1
Sabah,1983-01-01,female,35-39,other,3.9
Sabah,1983-01-01,female,40-44,overall,21.5
Sabah,1983-01-01,female,40-44,bumi,15.1
Sabah,1983-01-01,female,40-44,chinese,3.9
Sabah,1983-01-01,female,40-44,indian,0.1
Sabah,1983-01-01,female,40-44,other,2.4
Sabah,1983-01-01,female,45-49,overall,17.7
Sabah,1983-01-01,female,45-49,bumi,12.5
Sabah,1983-01-01,female,45-49,chinese,3.1
Sabah,1983-01-01,female,45-49,indian,0.1
Sabah,1983-01-01,female,45-49,other,2.0
Sabah,1983-01-01,female,50-54,overall,13.6
Sabah,1983-01-01,female,50-54,bumi,9.7
Sabah,1983-01-01,female,50-54,chinese,2.5
Sabah,1983-01-01,female,50-54,indian,0.1
Sabah,1983-01-01,female,50-54,other,1.3
Sabah,1983-01-01,female,55-59,overall,10.1
Sabah,1983-01-01,female,55-59,bumi,7.1
Sabah,1983-01-01,female,55-59,chinese,2.1
Sabah,1983-01-01,female,55-59,indian,0.0
Sabah,1983-01-01,female,55-59,other,0.9
Sabah,1983-01-01,female,60-64,overall,7.6
Sabah,1983-01-01,female,60-64,bumi,5.2
Sabah,1983-01-01,female,60-64,chinese,1.7
Sabah,1983-01-01,female,60-64,indian,0.0
Sabah,1983-01-01,female,60-64,other,0.6
Sabah,1983-01-01,female,65-69,overall,5.0
Sabah,1983-01-01,female,65-69,bumi,3.3
Sabah,1983-01-01,female,65-69,chinese,1.4
Sabah,1983-01-01,female,65-69,indian,0.0
Sabah,1983-01-01,female,65-69,other,0.4
Sabah,1983-01-01,female,70-74,overall,3.1
Sabah,1983-01-01,female,70-74,bumi,2.0
Sabah,1983-01-01,female,70-74,chinese,1.0
Sabah,1983-01-01,female,70-74,indian,0.0
Sabah,1983-01-01,female,70-74,other,0.1
Sabah,1983-01-01,female,75-79,overall,1.5
Sabah,1983-01-01,female,75-79,bumi,0.8
Sabah,1983-01-01,female,75-79,chinese,0.7
Sabah,1983-01-01,female,75-79,indian,0.0
Sabah,1983-01-01,female,75-79,other,0.0
Sabah,1983-01-01,female,80+,overall,1.3
Sabah,1983-01-01,female,80+,bumi,0.7
Sabah,1983-01-01,female,80+,chinese,0.6
Sabah,1983-01-01,female,80+,indian,0.0
Sabah,1983-01-01,female,80+,other,0.0
Sabah,1983-01-01,male,overall,overall,662.3
Sabah,1983-01-01,male,overall,bumi,406.4
Sabah,1983-01-01,male,overall,chinese,97.9
Sabah,1983-01-01,male,overall,indian,6.1
Sabah,1983-01-01,male,overall,other,151.9
Sabah,1983-01-01,male,0-4,overall,113.0
Sabah,1983-01-01,male,0-4,bumi,78.6
Sabah,1983-01-01,male,0-4,chinese,12.1
Sabah,1983-01-01,male,0-4,indian,0.6
Sabah,1983-01-01,male,0-4,other,21.6
Sabah,1983-01-01,male,5-9,overall,91.7
Sabah,1983-01-01,male,5-9,bumi,65.0
Sabah,1983-01-01,male,5-9,chinese,11.4
Sabah,1983-01-01,male,5-9,indian,0.4
Sabah,1983-01-01,male,5-9,other,15.0
Sabah,1983-01-01,male,10-14,overall,82.0
Sabah,1983-01-01,male,10-14,bumi,48.5
Sabah,1983-01-01,male,10-14,chinese,10.6
Sabah,1983-01-01,male,10-14,indian,0.6
Sabah,1983-01-01,male,10-14,other,22.3
Sabah,1983-01-01,male,15-19,overall,72.0
Sabah,1983-01-01,male,15-19,bumi,38.3
Sabah,1983-01-01,male,15-19,chinese,10.0
Sabah,1983-01-01,male,15-19,indian,0.9
Sabah,1983-01-01,male,15-19,other,22.9
Sabah,1983-01-01,male,20-24,overall,70.8
Sabah,1983-01-01,male,20-24,bumi,39.2
Sabah,1983-01-01,male,20-24,chinese,9.5
Sabah,1983-01-01,male,20-24,indian,1.0
Sabah,1983-01-01,male,20-24,other,21.1
Sabah,1983-01-01,male,25-29,overall,58.6
Sabah,1983-01-01,male,25-29,bumi,31.2
Sabah,1983-01-01,male,25-29,chinese,9.3
Sabah,1983-01-01,male,25-29,indian,0.8
Sabah,1983-01-01,male,25-29,other,17.3
Sabah,1983-01-01,male,30-34,overall,44.1
Sabah,1983-01-01,male,30-34,bumi,25.0
Sabah,1983-01-01,male,30-34,chinese,8.4
Sabah,1983-01-01,male,30-34,indian,0.6
Sabah,1983-01-01,male,30-34,other,10.1
Sabah,1983-01-01,male,35-39,overall,32.3
Sabah,1983-01-01,male,35-39,bumi,18.4
Sabah,1983-01-01,male,35-39,chinese,6.5
Sabah,1983-01-01,male,35-39,indian,0.4
Sabah,1983-01-01,male,35-39,other,7.1
Sabah,1983-01-01,male,40-44,overall,26.4
Sabah,1983-01-01,male,40-44,bumi,15.8
Sabah,1983-01-01,male,40-44,chinese,5.1
Sabah,1983-01-01,male,40-44,indian,0.2
Sabah,1983-01-01,male,40-44,other,5.3
Sabah,1983-01-01,male,45-49,overall,21.6
Sabah,1983-01-01,male,45-49,bumi,13.8
Sabah,1983-01-01,male,45-49,chinese,3.9
Sabah,1983-01-01,male,45-49,indian,0.2
Sabah,1983-01-01,male,45-49,other,3.6
Sabah,1983-01-01,male,50-54,overall,16.5
Sabah,1983-01-01,male,50-54,bumi,11.1
Sabah,1983-01-01,male,50-54,chinese,3.0
Sabah,1983-01-01,male,50-54,indian,0.2
Sabah,1983-01-01,male,50-54,other,2.3
Sabah,1983-01-01,male,55-59,overall,12.2
Sabah,1983-01-01,male,55-59,bumi,8.3
Sabah,1983-01-01,male,55-59,chinese,2.3
Sabah,1983-01-01,male,55-59,indian,0.1
Sabah,1983-01-01,male,55-59,other,1.4
Sabah,1983-01-01,male,60-64,overall,8.9
Sabah,1983-01-01,male,60-64,bumi,5.8
Sabah,1983-01-01,male,60-64,chinese,2.0
Sabah,1983-01-01,male,60-64,indian,0.1
Sabah,1983-01-01,male,60-64,other,0.9
Sabah,1983-01-01,male,65-69,overall,5.9
Sabah,1983-01-01,male,65-69,bumi,3.6
Sabah,1983-01-01,male,65-69,chinese,1.7
Sabah,1983-01-01,male,65-69,indian,0.0
Sabah,1983-01-01,male,65-69,other,0.6
Sabah,1983-01-01,male,70-74,overall,3.6
Sabah,1983-01-01,male,70-74,bumi,2.1
Sabah,1983-01-01,male,70-74,chinese,1.2
Sabah,1983-01-01,male,70-74,indian,0.0
Sabah,1983-01-01,male,70-74,other,0.2
Sabah,1983-01-01,male,75-79,overall,1.7
Sabah,1983-01-01,male,75-79,bumi,0.9
Sabah,1983-01-01,male,75-79,chinese,0.7
Sabah,1983-01-01,male,75-79,indian,0.0
Sabah,1983-01-01,male,75-79,other,0.1
Sabah,1983-01-01,male,80+,overall,1.2
Sabah,1983-01-01,male,80+,bumi,0.7
Sabah,1983-01-01,male,80+,chinese,0.3
Sabah,1983-01-01,male,80+,indian,0.0
Sabah,1983-01-01,male,80+,other,0.1
Sabah,1984-01-01,both,overall,overall,1325.7
Sabah,1984-01-01,both,overall,bumi,847.7
Sabah,1984-01-01,both,overall,chinese,190.8
Sabah,1984-01-01,both,overall,indian,9.1
Sabah,1984-01-01,both,overall,other,278.1
Sabah,1984-01-01,both,0-4,overall,229.1
Sabah,1984-01-01,both,0-4,bumi,158.7
Sabah,1984-01-01,both,0-4,chinese,23.2
Sabah,1984-01-01,both,0-4,indian,1.2
Sabah,1984-01-01,both,0-4,other,46.0
Sabah,1984-01-01,both,5-9,overall,186.3
Sabah,1984-01-01,both,5-9,bumi,134.2
Sabah,1984-01-01,both,5-9,chinese,22.2
Sabah,1984-01-01,both,5-9,indian,0.7
Sabah,1984-01-01,both,5-9,other,29.1
Sabah,1984-01-01,both,10-14,overall,167.3
Sabah,1984-01-01,both,10-14,bumi,106.8
Sabah,1984-01-01,both,10-14,chinese,20.7
Sabah,1984-01-01,both,10-14,indian,0.8
Sabah,1984-01-01,both,10-14,other,38.9
Sabah,1984-01-01,both,15-19,overall,149.2
Sabah,1984-01-01,both,15-19,bumi,86.3
Sabah,1984-01-01,both,15-19,chinese,19.7
Sabah,1984-01-01,both,15-19,indian,1.2
Sabah,1984-01-01,both,15-19,other,42.1
Sabah,1984-01-01,both,20-24,overall,140.3
Sabah,1984-01-01,both,20-24,bumi,83.1
Sabah,1984-01-01,both,20-24,chinese,18.7
Sabah,1984-01-01,both,20-24,indian,1.3
Sabah,1984-01-01,both,20-24,other,37.2
Sabah,1984-01-01,both,25-29,overall,117.0
Sabah,1984-01-01,both,25-29,bumi,66.8
Sabah,1984-01-01,both,25-29,chinese,18.4
Sabah,1984-01-01,both,25-29,indian,1.1
Sabah,1984-01-01,both,25-29,other,30.7
Sabah,1984-01-01,both,30-34,overall,85.9
Sabah,1984-01-01,both,30-34,bumi,50.7
Sabah,1984-01-01,both,30-34,chinese,16.3
Sabah,1984-01-01,both,30-34,indian,0.8
Sabah,1984-01-01,both,30-34,other,18.0
Sabah,1984-01-01,both,35-39,overall,62.3
Sabah,1984-01-01,both,35-39,bumi,37.4
Sabah,1984-01-01,both,35-39,chinese,12.4
Sabah,1984-01-01,both,35-39,indian,0.6
Sabah,1984-01-01,both,35-39,other,11.9
Sabah,1984-01-01,both,40-44,overall,49.7
Sabah,1984-01-01,both,40-44,bumi,31.7
Sabah,1984-01-01,both,40-44,chinese,9.5
Sabah,1984-01-01,both,40-44,indian,0.3
Sabah,1984-01-01,both,40-44,other,8.2
Sabah,1984-01-01,both,45-49,overall,41.1
Sabah,1984-01-01,both,45-49,bumi,27.3
Sabah,1984-01-01,both,45-49,chinese,7.4
Sabah,1984-01-01,both,45-49,indian,0.3
Sabah,1984-01-01,both,45-49,other,6.2
Sabah,1984-01-01,both,50-54,overall,31.8
Sabah,1984-01-01,both,50-54,bumi,21.9
Sabah,1984-01-01,both,50-54,chinese,5.7
Sabah,1984-01-01,both,50-54,indian,0.3
Sabah,1984-01-01,both,50-54,other,3.9
Sabah,1984-01-01,both,55-59,overall,23.5
Sabah,1984-01-01,both,55-59,bumi,16.1
Sabah,1984-01-01,both,55-59,chinese,4.6
Sabah,1984-01-01,both,55-59,indian,0.2
Sabah,1984-01-01,both,55-59,other,2.7
Sabah,1984-01-01,both,60-64,overall,17.1
Sabah,1984-01-01,both,60-64,bumi,11.7
Sabah,1984-01-01,both,60-64,chinese,3.8
Sabah,1984-01-01,both,60-64,indian,0.1
Sabah,1984-01-01,both,60-64,other,1.5
Sabah,1984-01-01,both,65-69,overall,11.6
Sabah,1984-01-01,both,65-69,bumi,7.3
Sabah,1984-01-01,both,65-69,chinese,3.2
Sabah,1984-01-01,both,65-69,indian,0.1
Sabah,1984-01-01,both,65-69,other,1.1
Sabah,1984-01-01,both,70-74,overall,7.1
Sabah,1984-01-01,both,70-74,bumi,4.4
Sabah,1984-01-01,both,70-74,chinese,2.3
Sabah,1984-01-01,both,70-74,indian,0.0
Sabah,1984-01-01,both,70-74,other,0.3
Sabah,1984-01-01,both,75-79,overall,3.6
Sabah,1984-01-01,both,75-79,bumi,1.9
Sabah,1984-01-01,both,75-79,chinese,1.5
Sabah,1984-01-01,both,75-79,indian,0.0
Sabah,1984-01-01,both,75-79,other,0.2
Sabah,1984-01-01,both,80+,overall,2.7
Sabah,1984-01-01,both,80+,bumi,1.6
Sabah,1984-01-01,both,80+,chinese,1.0
Sabah,1984-01-01,both,80+,indian,0.0
Sabah,1984-01-01,both,80+,other,0.1
Sabah,1984-01-01,female,overall,overall,625.7
Sabah,1984-01-01,female,overall,bumi,415.9
Sabah,1984-01-01,female,overall,chinese,90.3
Sabah,1984-01-01,female,overall,indian,2.7
Sabah,1984-01-01,female,overall,other,116.9
Sabah,1984-01-01,female,0-4,overall,110.5
Sabah,1984-01-01,female,0-4,bumi,76.5
Sabah,1984-01-01,female,0-4,chinese,11.2
Sabah,1984-01-01,female,0-4,indian,0.6
Sabah,1984-01-01,female,0-4,other,22.2
Sabah,1984-01-01,female,5-9,overall,91.2
Sabah,1984-01-01,female,5-9,bumi,66.0
Sabah,1984-01-01,female,5-9,chinese,10.7
Sabah,1984-01-01,female,5-9,indian,0.4
Sabah,1984-01-01,female,5-9,other,14.2
Sabah,1984-01-01,female,10-14,overall,81.0
Sabah,1984-01-01,female,10-14,bumi,53.6
Sabah,1984-01-01,female,10-14,chinese,10.1
Sabah,1984-01-01,female,10-14,indian,0.3
Sabah,1984-01-01,female,10-14,other,17.1
Sabah,1984-01-01,female,15-19,overall,71.1
Sabah,1984-01-01,female,15-19,bumi,43.8
Sabah,1984-01-01,female,15-19,chinese,9.5
Sabah,1984-01-01,female,15-19,indian,0.2
Sabah,1984-01-01,female,15-19,other,17.6
Sabah,1984-01-01,female,20-24,overall,66.6
Sabah,1984-01-01,female,20-24,bumi,42.2
Sabah,1984-01-01,female,20-24,chinese,9.0
Sabah,1984-01-01,female,20-24,indian,0.3
Sabah,1984-01-01,female,20-24,other,15.1
Sabah,1984-01-01,female,25-29,overall,53.5
Sabah,1984-01-01,female,25-29,bumi,32.8
Sabah,1984-01-01,female,25-29,chinese,8.8
Sabah,1984-01-01,female,25-29,indian,0.3
Sabah,1984-01-01,female,25-29,other,11.7
Sabah,1984-01-01,female,30-34,overall,38.4
Sabah,1984-01-01,female,30-34,bumi,24.2
Sabah,1984-01-01,female,30-34,chinese,7.6
Sabah,1984-01-01,female,30-34,indian,0.2
Sabah,1984-01-01,female,30-34,other,6.4
Sabah,1984-01-01,female,35-39,overall,27.7
Sabah,1984-01-01,female,35-39,bumi,17.8
Sabah,1984-01-01,female,35-39,chinese,5.5
Sabah,1984-01-01,female,35-39,indian,0.1
Sabah,1984-01-01,female,35-39,other,4.2
Sabah,1984-01-01,female,40-44,overall,22.3
Sabah,1984-01-01,female,40-44,bumi,15.5
Sabah,1984-01-01,female,40-44,chinese,4.1
Sabah,1984-01-01,female,40-44,indian,0.1
Sabah,1984-01-01,female,40-44,other,2.6
Sabah,1984-01-01,female,45-49,overall,18.6
Sabah,1984-01-01,female,45-49,bumi,13.0
Sabah,1984-01-01,female,45-49,chinese,3.3
Sabah,1984-01-01,female,45-49,indian,0.1
Sabah,1984-01-01,female,45-49,other,2.2
Sabah,1984-01-01,female,50-54,overall,14.4
Sabah,1984-01-01,female,50-54,bumi,10.3
Sabah,1984-01-01,female,50-54,chinese,2.6
Sabah,1984-01-01,female,50-54,indian,0.1
Sabah,1984-01-01,female,50-54,other,1.4
Sabah,1984-01-01,female,55-59,overall,10.7
Sabah,1984-01-01,female,55-59,bumi,7.4
Sabah,1984-01-01,female,55-59,chinese,2.1
Sabah,1984-01-01,female,55-59,indian,0.1
Sabah,1984-01-01,female,55-59,other,1.1
Sabah,1984-01-01,female,60-64,overall,7.9
Sabah,1984-01-01,female,60-64,bumi,5.5
Sabah,1984-01-01,female,60-64,chinese,1.8
Sabah,1984-01-01,female,60-64,indian,0.0
Sabah,1984-01-01,female,60-64,other,0.5
Sabah,1984-01-01,female,65-69,overall,5.4
Sabah,1984-01-01,female,65-69,bumi,3.4
Sabah,1984-01-01,female,65-69,chinese,1.4
Sabah,1984-01-01,female,65-69,indian,0.0
Sabah,1984-01-01,female,65-69,other,0.5
Sabah,1984-01-01,female,70-74,overall,3.3
Sabah,1984-01-01,female,70-74,bumi,2.1
Sabah,1984-01-01,female,70-74,chinese,1.1
Sabah,1984-01-01,female,70-74,indian,0.0
Sabah,1984-01-01,female,70-74,other,0.1
Sabah,1984-01-01,female,75-79,overall,1.7
Sabah,1984-01-01,female,75-79,bumi,0.9
Sabah,1984-01-01,female,75-79,chinese,0.7
Sabah,1984-01-01,female,75-79,indian,0.0
Sabah,1984-01-01,female,75-79,other,0.0
Sabah,1984-01-01,female,80+,overall,1.4
Sabah,1984-01-01,female,80+,bumi,0.8
Sabah,1984-01-01,female,80+,chinese,0.6
Sabah,1984-01-01,female,80+,indian,0.0
Sabah,1984-01-01,female,80+,other,0.0
Sabah,1984-01-01,male,overall,overall,699.9
Sabah,1984-01-01,male,overall,bumi,431.8
Sabah,1984-01-01,male,overall,chinese,100.5
Sabah,1984-01-01,male,overall,indian,6.4
Sabah,1984-01-01,male,overall,other,161.2
Sabah,1984-01-01,male,0-4,overall,118.7
Sabah,1984-01-01,male,0-4,bumi,82.2
Sabah,1984-01-01,male,0-4,chinese,12.0
Sabah,1984-01-01,male,0-4,indian,0.7
Sabah,1984-01-01,male,0-4,other,23.8
Sabah,1984-01-01,male,5-9,overall,95.0
Sabah,1984-01-01,male,5-9,bumi,68.2
Sabah,1984-01-01,male,5-9,chinese,11.5
Sabah,1984-01-01,male,5-9,indian,0.4
Sabah,1984-01-01,male,5-9,other,15.0
Sabah,1984-01-01,male,10-14,overall,86.3
Sabah,1984-01-01,male,10-14,bumi,53.3
Sabah,1984-01-01,male,10-14,chinese,10.7
Sabah,1984-01-01,male,10-14,indian,0.5
Sabah,1984-01-01,male,10-14,other,21.9
Sabah,1984-01-01,male,15-19,overall,78.1
Sabah,1984-01-01,male,15-19,bumi,42.5
