page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:32.490Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:34.920Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,195.83,195.83,195.83,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,24.00%,24,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,5.00%,5,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,0.27%,0.27,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,-50.83%,-50.83,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,39.90%,39.9,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,12.92%,12.92,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,5.65%,5.65,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,"9,836.67",9836.67,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,6.53%,6.53,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.02%,0.02,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,14.99%,14.99,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,3.80%,3.8,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.06%,2.06,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.15%,0.15,,%,Scraped from Power BI details cards.,2026-09-11T09:33:38.590Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,243.33,243.33,243.33,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:41.030Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,26.26%,26.26,,%,Scraped from Power BI details cards.,2026-09-11T09:33:41.030Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,4.63%,4.63,,%,Scraped from Power BI details cards.,2026-09-11T09:33:41.030Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,0.24%,0.24,,%,Scraped from Power BI details cards.,2026-09-11T09:33:41.030Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:33:41.030Z
