series,date,state,sector,value
abs,2020-01-01,Perlis,p4,150.603
abs,2020-01-01,Perlis,p5,4032.247
abs,2020-01-01,Perlis,p6,40.41
abs,2020-01-01,Pulau Pinang,p0,92690.682
abs,2020-01-01,Pulau Pinang,p1,2048.85
abs,2020-01-01,Pulau Pinang,p2,139.141
abs,2020-01-01,Pulau Pinang,p3,41626.57
abs,2020-01-01,Pulau Pinang,p4,2234.118
abs,2020-01-01,Pulau Pinang,p5,45978.568
abs,2020-01-01,Pulau Pinang,p6,663.435
abs,2020-01-01,Sabah,p0,77840.052
abs,2020-01-01,Sabah,p1,12798.329
abs,2020-01-01,Sabah,p2,19935.969
abs,2020-01-01,Sabah,p3,6042.344
abs,2020-01-01,Sabah,p4,2196.533
abs,2020-01-01,Sabah,p5,36597.415
abs,2020-01-01,Sabah,p6,269.462
abs,2020-01-01,Sarawak,p0,127556.288
abs,2020-01-01,Sarawak,p1,14907.463
abs,2020-01-01,Sarawak,p2,28591.412
abs,2020-01-01,Sarawak,p3,33427.691
abs,2020-01-01,Sarawak,p4,4081.745
abs,2020-01-01,Sarawak,p5,46160.302
abs,2020-01-01,Sarawak,p6,387.676
abs,2020-01-01,Selangor,p0,326805.3
abs,2020-01-01,Selangor,p1,4721.221
abs,2020-01-01,Selangor,p2,755.167
abs,2020-01-01,Selangor,p3,95113.627
abs,2020-01-01,Selangor,p4,18664.936
abs,2020-01-01,Selangor,p5,200127.437
abs,2020-01-01,Selangor,p6,7422.912
abs,2020-01-01,Terengganu,p0,33994.032
abs,2020-01-01,Terengganu,p1,2902.817
abs,2020-01-01,Terengganu,p2,175.891
abs,2020-01-01,Terengganu,p3,11861.58
abs,2020-01-01,Terengganu,p4,1080.445
abs,2020-01-01,Terengganu,p5,17942.611
abs,2020-01-01,Terengganu,p6,30.687
abs,2020-01-01,W.P. Kuala Lumpur,p0,217447.043
abs,2020-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2020-01-01,W.P. Kuala Lumpur,p2,138.272
abs,2020-01-01,W.P. Kuala Lumpur,p3,5733.447
abs,2020-01-01,W.P. Kuala Lumpur,p4,13589.06
abs,2020-01-01,W.P. Kuala Lumpur,p5,194204.167
abs,2020-01-01,W.P. Kuala Lumpur,p6,3780.403
abs,2020-01-01,W.P. Labuan,p0,7613.361
abs,2020-01-01,W.P. Labuan,p1,115.129
abs,2020-01-01,W.P. Labuan,p2,0.0
abs,2020-01-01,W.P. Labuan,p3,1367.505
abs,2020-01-01,W.P. Labuan,p4,162.59
abs,2020-01-01,W.P. Labuan,p5,5910.296
abs,2020-01-01,W.P. Labuan,p6,57.841
abs,2021-01-01,Johor,p0,131242.981
abs,2021-01-01,Johor,p1,16882.569
abs,2021-01-01,Johor,p2,586.874
abs,2021-01-01,Johor,p3,40726.902
abs,2021-01-01,Johor,p4,3417.687
abs,2021-01-01,Johor,p5,68360.034
abs,2021-01-01,Johor,p6,1268.915
abs,2021-01-01,Kedah,p0,47505.068
abs,2021-01-01,Kedah,p1,5668.731
abs,2021-01-01,Kedah,p2,103.154
abs,2021-01-01,Kedah,p3,14465.165
abs,2021-01-01,Kedah,p4,1018.949
abs,2021-01-01,Kedah,p5,25925.347
abs,2021-01-01,Kedah,p6,323.722
abs,2021-01-01,Kelantan,p0,25781.895
abs,2021-01-01,Kelantan,p1,5869.39
abs,2021-01-01,Kelantan,p2,352.629
abs,2021-01-01,Kelantan,p3,1259.726
abs,2021-01-01,Kelantan,p4,400.86
abs,2021-01-01,Kelantan,p5,17866.211
abs,2021-01-01,Kelantan,p6,33.078
abs,2021-01-01,Melaka,p0,41871.632
abs,2021-01-01,Melaka,p1,4517.274
abs,2021-01-01,Melaka,p2,55.351
abs,2021-01-01,Melaka,p3,15835.427
abs,2021-01-01,Melaka,p4,896.499
abs,2021-01-01,Melaka,p5,20508.12
abs,2021-01-01,Melaka,p6,58.961
abs,2021-01-01,Negeri Sembilan,p0,47787.092
abs,2021-01-01,Negeri Sembilan,p1,3303.506
abs,2021-01-01,Negeri Sembilan,p2,186.343
abs,2021-01-01,Negeri Sembilan,p3,17962.246
abs,2021-01-01,Negeri Sembilan,p4,1365.234
abs,2021-01-01,Negeri Sembilan,p5,24359.904
abs,2021-01-01,Negeri Sembilan,p6,609.859
abs,2021-01-01,Pahang,p0,55440.104
abs,2021-01-01,Pahang,p1,13005.688
abs,2021-01-01,Pahang,p2,507.224
abs,2021-01-01,Pahang,p3,12990.245
abs,2021-01-01,Pahang,p4,1600.807
abs,2021-01-01,Pahang,p5,27285.399
abs,2021-01-01,Pahang,p6,50.74
abs,2021-01-01,Perak,p0,76900.997
abs,2021-01-01,Perak,p1,11768.73
abs,2021-01-01,Perak,p2,401.822
abs,2021-01-01,Perak,p3,15453.346
abs,2021-01-01,Perak,p4,1919.248
abs,2021-01-01,Perak,p5,47322.899
abs,2021-01-01,Perak,p6,34.953
abs,2021-01-01,Perlis,p0,5866.65
abs,2021-01-01,Perlis,p1,1023.525
abs,2021-01-01,Perlis,p2,28.553
abs,2021-01-01,Perlis,p3,467.888
abs,2021-01-01,Perlis,p4,150.799
abs,2021-01-01,Perlis,p5,4119.515
abs,2021-01-01,Perlis,p6,76.371
abs,2021-01-01,Pulau Pinang,p0,99123.944
abs,2021-01-01,Pulau Pinang,p1,1999.831
abs,2021-01-01,Pulau Pinang,p2,129.979
abs,2021-01-01,Pulau Pinang,p3,46768.162
abs,2021-01-01,Pulau Pinang,p4,2521.324
abs,2021-01-01,Pulau Pinang,p5,47079.905
abs,2021-01-01,Pulau Pinang,p6,624.743
abs,2021-01-01,Sabah,p0,79000.069
abs,2021-01-01,Sabah,p1,12517.988
abs,2021-01-01,Sabah,p2,20574.499
abs,2021-01-01,Sabah,p3,5931.064
abs,2021-01-01,Sabah,p4,2368.222
abs,2021-01-01,Sabah,p5,37368.739
abs,2021-01-01,Sabah,p6,239.556
abs,2021-01-01,Sarawak,p0,131593.878
abs,2021-01-01,Sarawak,p1,14465.913
abs,2021-01-01,Sarawak,p2,27875.384
abs,2021-01-01,Sarawak,p3,37092.353
abs,2021-01-01,Sarawak,p4,4490.408
abs,2021-01-01,Sarawak,p5,47314.523
abs,2021-01-01,Sarawak,p6,355.297
abs,2021-01-01,Selangor,p0,344102.741
abs,2021-01-01,Selangor,p1,4950.204
abs,2021-01-01,Selangor,p2,707.8
abs,2021-01-01,Selangor,p3,107456.098
abs,2021-01-01,Selangor,p4,17473.8
abs,2021-01-01,Selangor,p5,205429.698
abs,2021-01-01,Selangor,p6,8085.14
abs,2021-01-01,Terengganu,p0,35235.898
abs,2021-01-01,Terengganu,p1,2751.573
abs,2021-01-01,Terengganu,p2,177.668
abs,2021-01-01,Terengganu,p3,12984.114
abs,2021-01-01,Terengganu,p4,1105.7
abs,2021-01-01,Terengganu,p5,18200.843
abs,2021-01-01,Terengganu,p6,15.999
abs,2021-01-01,W.P. Kuala Lumpur,p0,219883.721
abs,2021-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2021-01-01,W.P. Kuala Lumpur,p2,134.235
abs,2021-01-01,W.P. Kuala Lumpur,p3,5977.909
abs,2021-01-01,W.P. Kuala Lumpur,p4,11966.1
abs,2021-01-01,W.P. Kuala Lumpur,p5,197978.504
abs,2021-01-01,W.P. Kuala Lumpur,p6,3825.288
abs,2021-01-01,W.P. Labuan,p0,7649.669
abs,2021-01-01,W.P. Labuan,p1,116.628
abs,2021-01-01,W.P. Labuan,p2,0.0
abs,2021-01-01,W.P. Labuan,p3,1353.715
abs,2021-01-01,W.P. Labuan,p4,143.3
abs,2021-01-01,W.P. Labuan,p5,5996.655
abs,2021-01-01,W.P. Labuan,p6,39.372
abs,2022-01-01,Johor,p0,142369.692
abs,2022-01-01,Johor,p1,17402.664
abs,2022-01-01,Johor,p2,648.636
abs,2022-01-01,Johor,p3,42948.216
abs,2022-01-01,Johor,p4,3962.15
abs,2022-01-01,Johor,p5,75875.363
abs,2022-01-01,Johor,p6,1532.664
abs,2022-01-01,Kedah,p0,50982.123
abs,2022-01-01,Kedah,p1,5687.965
abs,2022-01-01,Kedah,p2,114.256
abs,2022-01-01,Kedah,p3,15633.475
abs,2022-01-01,Kedah,p4,1205.493
abs,2022-01-01,Kedah,p5,27992.38
abs,2022-01-01,Kedah,p6,348.554
abs,2022-01-01,Kelantan,p0,26934.566
abs,2022-01-01,Kelantan,p1,5640.233
abs,2022-01-01,Kelantan,p2,392.951
abs,2022-01-01,Kelantan,p3,1298.632
abs,2022-01-01,Kelantan,p4,479.777
abs,2022-01-01,Kelantan,p5,19077.743
abs,2022-01-01,Kelantan,p6,45.229
abs,2022-01-01,Melaka,p0,45579.035
abs,2022-01-01,Melaka,p1,4544.829
abs,2022-01-01,Melaka,p2,61.137
abs,2022-01-01,Melaka,p3,16904.765
abs,2022-01-01,Melaka,p4,942.579
abs,2022-01-01,Melaka,p5,23058.978
abs,2022-01-01,Melaka,p6,66.747
abs,2022-01-01,Negeri Sembilan,p0,50939.264
abs,2022-01-01,Negeri Sembilan,p1,3321.034
abs,2022-01-01,Negeri Sembilan,p2,206.612
abs,2022-01-01,Negeri Sembilan,p3,19394.015
abs,2022-01-01,Negeri Sembilan,p4,1444.138
abs,2022-01-01,Negeri Sembilan,p5,26255.402
abs,2022-01-01,Negeri Sembilan,p6,318.062
abs,2022-01-01,Pahang,p0,61746.204
abs,2022-01-01,Pahang,p1,13887.161
abs,2022-01-01,Pahang,p2,571.949
abs,2022-01-01,Pahang,p3,13745.04
abs,2022-01-01,Pahang,p4,1584.062
abs,2022-01-01,Pahang,p5,31906.849
abs,2022-01-01,Pahang,p6,51.142
abs,2022-01-01,Perak,p0,80426.886
abs,2022-01-01,Perak,p1,11466.447
abs,2022-01-01,Perak,p2,449.423
abs,2022-01-01,Perak,p3,15606.298
abs,2022-01-01,Perak,p4,2036.458
abs,2022-01-01,Perak,p5,50816.522
abs,2022-01-01,Perak,p6,51.737
abs,2022-01-01,Perlis,p0,6209.957
abs,2022-01-01,Perlis,p1,1058.373
abs,2022-01-01,Perlis,p2,31.391
abs,2022-01-01,Perlis,p3,489.059
abs,2022-01-01,Perlis,p4,152.461
abs,2022-01-01,Perlis,p5,4350.08
abs,2022-01-01,Perlis,p6,128.592
abs,2022-01-01,Pulau Pinang,p0,112281.052
abs,2022-01-01,Pulau Pinang,p1,2094.675
abs,2022-01-01,Pulau Pinang,p2,143.903
abs,2022-01-01,Pulau Pinang,p3,54187.835
abs,2022-01-01,Pulau Pinang,p4,2721.224
abs,2022-01-01,Pulau Pinang,p5,52490.218
abs,2022-01-01,Pulau Pinang,p6,643.197
abs,2022-01-01,Sabah,p0,82106.428
abs,2022-01-01,Sabah,p1,12543.031
abs,2022-01-01,Sabah,p2,20454.838
abs,2022-01-01,Sabah,p3,5780.032
abs,2022-01-01,Sabah,p4,2514.425
abs,2022-01-01,Sabah,p5,40544.43
abs,2022-01-01,Sabah,p6,269.672
abs,2022-01-01,Sarawak,p0,140698.831
abs,2022-01-01,Sarawak,p1,14727.061
abs,2022-01-01,Sarawak,p2,29911.17
abs,2022-01-01,Sarawak,p3,39229.048
abs,2022-01-01,Sarawak,p4,4671.277
abs,2022-01-01,Sarawak,p5,51732.671
abs,2022-01-01,Sarawak,p6,427.604
abs,2022-01-01,Selangor,p0,385158.798
abs,2022-01-01,Selangor,p1,4925.552
abs,2022-01-01,Selangor,p2,796.664
abs,2022-01-01,Selangor,p3,117172.055
abs,2022-01-01,Selangor,p4,18208.686
abs,2022-01-01,Selangor,p5,233372.832
abs,2022-01-01,Selangor,p6,10683.01
abs,2022-01-01,Terengganu,p0,37353.84
abs,2022-01-01,Terengganu,p1,2659.501
abs,2022-01-01,Terengganu,p2,197.155
abs,2022-01-01,Terengganu,p3,14061.235
abs,2022-01-01,Terengganu,p4,1143.569
abs,2022-01-01,Terengganu,p5,19284.074
abs,2022-01-01,Terengganu,p6,8.308
abs,2022-01-01,W.P. Kuala Lumpur,p0,240517.538
abs,2022-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2022-01-01,W.P. Kuala Lumpur,p2,147.775
abs,2022-01-01,W.P. Kuala Lumpur,p3,6297.152
abs,2022-01-01,W.P. Kuala Lumpur,p4,12212.196
abs,2022-01-01,W.P. Kuala Lumpur,p5,219683.46
abs,2022-01-01,W.P. Kuala Lumpur,p6,2175.199
abs,2022-01-01,W.P. Labuan,p0,7962.511
abs,2022-01-01,W.P. Labuan,p1,122.137
abs,2022-01-01,W.P. Labuan,p2,0.0
abs,2022-01-01,W.P. Labuan,p3,1376.733
abs,2022-01-01,W.P. Labuan,p4,147.96
abs,2022-01-01,W.P. Labuan,p5,6281.577
abs,2022-01-01,W.P. Labuan,p6,34.104
abs,2023-01-01,Johor,p0,148710.224
abs,2023-01-01,Johor,p1,17296.531
abs,2023-01-01,Johor,p2,692.38
abs,2023-01-01,Johor,p3,44165.268
abs,2023-01-01,Johor,p4,4474.065
abs,2023-01-01,Johor,p5,80384.213
abs,2023-01-01,Johor,p6,1697.769
abs,2023-01-01,Kedah,p0,51897.111
abs,2023-01-01,Kedah,p1,5506.617
abs,2023-01-01,Kedah,p2,122.028
abs,2023-01-01,Kedah,p3,15137.514
abs,2023-01-01,Kedah,p4,1599.896
abs,2023-01-01,Kedah,p5,29228.51
abs,2023-01-01,Kedah,p6,302.547
abs,2023-01-01,Kelantan,p0,27674.208
abs,2023-01-01,Kelantan,p1,5609.804
abs,2023-01-01,Kelantan,p2,427.947
abs,2023-01-01,Kelantan,p3,1265.084
abs,2023-01-01,Kelantan,p4,465.42
abs,2023-01-01,Kelantan,p5,19868.996
abs,2023-01-01,Kelantan,p6,36.957
abs,2023-01-01,Melaka,p0,46867.46
abs,2023-01-01,Melaka,p1,4707.996
abs,2023-01-01,Melaka,p2,65.287
abs,2023-01-01,Melaka,p3,16951.271
abs,2023-01-01,Melaka,p4,1035.003
abs,2023-01-01,Melaka,p5,24042.932
abs,2023-01-01,Melaka,p6,64.971
abs,2023-01-01,Negeri Sembilan,p0,51927.126
abs,2023-01-01,Negeri Sembilan,p1,3131.734
abs,2023-01-01,Negeri Sembilan,p2,226.273
abs,2023-01-01,Negeri Sembilan,p3,19627.523
abs,2023-01-01,Negeri Sembilan,p4,1367.175
abs,2023-01-01,Negeri Sembilan,p5,27476.939
abs,2023-01-01,Negeri Sembilan,p6,97.482
abs,2023-01-01,Pahang,p0,64995.276
abs,2023-01-01,Pahang,p1,14138.775
abs,2023-01-01,Pahang,p2,628.752
abs,2023-01-01,Pahang,p3,14038.951
abs,2023-01-01,Pahang,p4,2270.957
abs,2023-01-01,Pahang,p5,33880.169
abs,2023-01-01,Pahang,p6,37.671
abs,2023-01-01,Perak,p0,82689.048
abs,2023-01-01,Perak,p1,11706.022
abs,2023-01-01,Perak,p2,494.416
abs,2023-01-01,Perak,p3,15951.746
abs,2023-01-01,Perak,p4,2015.742
abs,2023-01-01,Perak,p5,52461.332
abs,2023-01-01,Perak,p6,59.791
abs,2023-01-01,Perlis,p0,6344.468
abs,2023-01-01,Perlis,p1,1089.838
abs,2023-01-01,Perlis,p2,33.162
abs,2023-01-01,Perlis,p3,484.303
abs,2023-01-01,Perlis,p4,154.567
abs,2023-01-01,Perlis,p5,4468.26
abs,2023-01-01,Perlis,p6,114.338
abs,2023-01-01,Pulau Pinang,p0,115983.459
abs,2023-01-01,Pulau Pinang,p1,2212.746
abs,2023-01-01,Pulau Pinang,p2,153.821
abs,2023-01-01,Pulau Pinang,p3,53893.41
abs,2023-01-01,Pulau Pinang,p4,3376.828
abs,2023-01-01,Pulau Pinang,p5,55688.533
abs,2023-01-01,Pulau Pinang,p6,658.123
abs,2023-01-01,Sabah,p0,83470.946
abs,2023-01-01,Sabah,p1,12653.109
abs,2023-01-01,Sabah,p2,19535.216
abs,2023-01-01,Sabah,p3,6056.663
abs,2023-01-01,Sabah,p4,2494.337
abs,2023-01-01,Sabah,p5,42468.832
abs,2023-01-01,Sabah,p6,262.788
abs,2023-01-01,Sarawak,p0,142760.202
abs,2023-01-01,Sarawak,p1,14982.272
abs,2023-01-01,Sarawak,p2,29867.685
abs,2023-01-01,Sarawak,p3,37695.875
abs,2023-01-01,Sarawak,p4,5120.846
abs,2023-01-01,Sarawak,p5,54674.103
abs,2023-01-01,Sarawak,p6,419.421
abs,2023-01-01,Selangor,p0,406785.848
abs,2023-01-01,Selangor,p1,4581.149
abs,2023-01-01,Selangor,p2,832.691
abs,2023-01-01,Selangor,p3,119671.227
abs,2023-01-01,Selangor,p4,19967.739
abs,2023-01-01,Selangor,p5,248370.902
abs,2023-01-01,Selangor,p6,13362.139
abs,2023-01-01,Terengganu,p0,38235.038
abs,2023-01-01,Terengganu,p1,2829.877
abs,2023-01-01,Terengganu,p2,208.173
abs,2023-01-01,Terengganu,p3,14083.591
abs,2023-01-01,Terengganu,p4,1165.791
abs,2023-01-01,Terengganu,p5,19932.884
abs,2023-01-01,Terengganu,p6,14.723
abs,2023-01-01,W.P. Kuala Lumpur,p0,237185.211
abs,2023-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2023-01-01,W.P. Kuala Lumpur,p2,153.999
abs,2023-01-01,W.P. Kuala Lumpur,p3,6409.018
abs,2023-01-01,W.P. Kuala Lumpur,p4,10511.334
abs,2023-01-01,W.P. Kuala Lumpur,p5,218900.741
abs,2023-01-01,W.P. Kuala Lumpur,p6,1209.03
abs,2023-01-01,W.P. Labuan,p0,8124.923
abs,2023-01-01,W.P. Labuan,p1,125.683
abs,2023-01-01,W.P. Labuan,p2,0.0
abs,2023-01-01,W.P. Labuan,p3,1382.377
abs,2023-01-01,W.P. Labuan,p4,147.236
abs,2023-01-01,W.P. Labuan,p5,6430.376
abs,2023-01-01,W.P. Labuan,p6,39.252
abs,2023-01-01,W.P. Putrajaya,p0,13028.169
abs,2023-01-01,W.P. Putrajaya,p1,0.0
abs,2023-01-01,W.P. Putrajaya,p2,0.0
abs,2023-01-01,W.P. Putrajaya,p3,
abs,2023-01-01,W.P. Putrajaya,p4,449.479
abs,2023-01-01,W.P. Putrajaya,p5,12562.488
abs,2023-01-01,W.P. Putrajaya,p6,12.857
abs,2024-01-01,Johor,p0,158348.264
abs,2024-01-01,Johor,p1,18201.25
abs,2024-01-01,Johor,p2,776.656
abs,2024-01-01,Johor,p3,45999.89
abs,2024-01-01,Johor,p4,6371.025
abs,2024-01-01,Johor,p5,85199.156
abs,2024-01-01,Johor,p6,1800.287
abs,2024-01-01,Kedah,p0,54101.506
abs,2024-01-01,Kedah,p1,5785.338
abs,2024-01-01,Kedah,p2,119.588
abs,2024-01-01,Kedah,p3,16134.586
abs,2024-01-01,Kedah,p4,1413.127
abs,2024-01-01,Kedah,p5,30323.06
abs,2024-01-01,Kedah,p6,325.807
abs,2024-01-01,Kelantan,p0,28599.018
abs,2024-01-01,Kelantan,p1,5695.467
abs,2024-01-01,Kelantan,p2,468.006
abs,2024-01-01,Kelantan,p3,1292.543
abs,2024-01-01,Kelantan,p4,551.634
abs,2024-01-01,Kelantan,p5,20556.027
abs,2024-01-01,Kelantan,p6,35.341
abs,2024-01-01,Melaka,p0,48844.201
abs,2024-01-01,Melaka,p1,4601.379
abs,2024-01-01,Melaka,p2,70.305
abs,2024-01-01,Melaka,p3,17588.369
abs,2024-01-01,Melaka,p4,1323.752
abs,2024-01-01,Melaka,p5,25167.447
abs,2024-01-01,Melaka,p6,92.95
abs,2024-01-01,Negeri Sembilan,p0,54335.264
abs,2024-01-01,Negeri Sembilan,p1,3397.142
abs,2024-01-01,Negeri Sembilan,p2,216.698
abs,2024-01-01,Negeri Sembilan,p3,20399.016
abs,2024-01-01,Negeri Sembilan,p4,1470.145
abs,2024-01-01,Negeri Sembilan,p5,28728.706
abs,2024-01-01,Negeri Sembilan,p6,123.557
abs,2024-01-01,Pahang,p0,68754.028
abs,2024-01-01,Pahang,p1,15455.559
abs,2024-01-01,Pahang,p2,611.729
abs,2024-01-01,Pahang,p3,14530.891
abs,2024-01-01,Pahang,p4,2465.595
abs,2024-01-01,Pahang,p5,35566.798
abs,2024-01-01,Pahang,p6,123.457
abs,2024-01-01,Perak,p0,86619.938
abs,2024-01-01,Perak,p1,12303.26
abs,2024-01-01,Perak,p2,485.251
abs,2024-01-01,Perak,p3,16768.684
abs,2024-01-01,Perak,p4,2247.957
abs,2024-01-01,Perak,p5,54745.018
abs,2024-01-01,Perak,p6,69.768
abs,2024-01-01,Perlis,p0,6544.734
abs,2024-01-01,Perlis,p1,1119.931
abs,2024-01-01,Perlis,p2,34.344
abs,2024-01-01,Perlis,p3,490.998
abs,2024-01-01,Perlis,p4,173.136
abs,2024-01-01,Perlis,p5,4610.469
abs,2024-01-01,Perlis,p6,115.856
abs,2024-01-01,Pulau Pinang,p0,121437.238
abs,2024-01-01,Pulau Pinang,p1,2201.653
abs,2024-01-01,Pulau Pinang,p2,163.988
abs,2024-01-01,Pulau Pinang,p3,56062.844
abs,2024-01-01,Pulau Pinang,p4,3799.2
abs,2024-01-01,Pulau Pinang,p5,58423.412
abs,2024-01-01,Pulau Pinang,p6,786.141
abs,2024-01-01,Sabah,p0,84506.014
abs,2024-01-01,Sabah,p1,12254.173
abs,2024-01-01,Sabah,p2,18583.957
abs,2024-01-01,Sabah,p3,6127.957
abs,2024-01-01,Sabah,p4,3029.546
abs,2024-01-01,Sabah,p5,44232.155
abs,2024-01-01,Sabah,p6,278.226
abs,2024-01-01,Sarawak,p0,148189.153
abs,2024-01-01,Sarawak,p1,15003.628
abs,2024-01-01,Sarawak,p2,31306.751
abs,2024-01-01,Sarawak,p3,38189.748
abs,2024-01-01,Sarawak,p4,5871.244
abs,2024-01-01,Sarawak,p5,57308.557
abs,2024-01-01,Sarawak,p6,509.226
abs,2024-01-01,Selangor,p0,432929.901
abs,2024-01-01,Selangor,p1,4951.535
abs,2024-01-01,Selangor,p2,939.588
abs,2024-01-01,Selangor,p3,125784.831
abs,2024-01-01,Selangor,p4,23132.623
abs,2024-01-01,Selangor,p5,263974.002
abs,2024-01-01,Selangor,p6,14147.321
abs,2024-01-01,Terengganu,p0,39951.104
abs,2024-01-01,Terengganu,p1,2931.227
abs,2024-01-01,Terengganu,p2,238.516
abs,2024-01-01,Terengganu,p3,14627.694
abs,2024-01-01,Terengganu,p4,1369.808
abs,2024-01-01,Terengganu,p5,20745.621
abs,2024-01-01,Terengganu,p6,38.239
abs,2024-01-01,W.P. Kuala Lumpur,p0,251946.876
abs,2024-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2024-01-01,W.P. Kuala Lumpur,p2,159.417
abs,2024-01-01,W.P. Kuala Lumpur,p3,6684.863
abs,2024-01-01,W.P. Kuala Lumpur,p4,12731.58
abs,2024-01-01,W.P. Kuala Lumpur,p5,231079.502
abs,2024-01-01,W.P. Kuala Lumpur,p6,1290.427
abs,2024-01-01,W.P. Labuan,p0,8553.218
abs,2024-01-01,W.P. Labuan,p1,128.61
abs,2024-01-01,W.P. Labuan,p2,0.0
abs,2024-01-01,W.P. Labuan,p3,1373.03
abs,2024-01-01,W.P. Labuan,p4,151.872
abs,2024-01-01,W.P. Labuan,p5,6837.779
abs,2024-01-01,W.P. Labuan,p6,61.928
abs,2024-01-01,W.P. Putrajaya,p0,13702.485
abs,2024-01-01,W.P. Putrajaya,p1,0.0
abs,2024-01-01,W.P. Putrajaya,p2,0.0
abs,2024-01-01,W.P. Putrajaya,p3,0.0
abs,2024-01-01,W.P. Putrajaya,p4,491.467
abs,2024-01-01,W.P. Putrajaya,p5,13193.504
abs,2024-01-01,W.P. Putrajaya,p6,13.777
abs,2025-01-01,Johor,p0,170947.488
abs,2025-01-01,Johor,p1,18394.504
abs,2025-01-01,Johor,p2,756.157
abs,2025-01-01,Johor,p3,47859.332
abs,2025-01-01,Johor,p4,8072.155
abs,2025-01-01,Johor,p5,93607.732
abs,2025-01-01,Johor,p6,2257.609
abs,2025-01-01,Kedah,p0,56303.087
abs,2025-01-01,Kedah,p1,5909.083
abs,2025-01-01,Kedah,p2,117.277
abs,2025-01-01,Kedah,p3,16945.395
abs,2025-01-01,Kedah,p4,1404.786
abs,2025-01-01,Kedah,p5,31508.788
abs,2025-01-01,Kedah,p6,417.757
abs,2025-01-01,Kelantan,p0,29775.762
abs,2025-01-01,Kelantan,p1,5902.16
abs,2025-01-01,Kelantan,p2,459.514
abs,2025-01-01,Kelantan,p3,1412.545
abs,2025-01-01,Kelantan,p4,597.379
abs,2025-01-01,Kelantan,p5,21373.362
abs,2025-01-01,Kelantan,p6,30.802
abs,2025-01-01,Melaka,p0,50286.011
abs,2025-01-01,Melaka,p1,4686.198
abs,2025-01-01,Melaka,p2,72.075
abs,2025-01-01,Melaka,p3,17777.383
abs,2025-01-01,Melaka,p4,1258.79
abs,2025-01-01,Melaka,p5,26369.945
abs,2025-01-01,Melaka,p6,121.62
abs,2025-01-01,Negeri Sembilan,p0,55767.291
abs,2025-01-01,Negeri Sembilan,p1,3437.192
abs,2025-01-01,Negeri Sembilan,p2,231.584
abs,2025-01-01,Negeri Sembilan,p3,20779.517
abs,2025-01-01,Negeri Sembilan,p4,1487.993
abs,2025-01-01,Negeri Sembilan,p5,29586.936
abs,2025-01-01,Negeri Sembilan,p6,244.069
abs,2025-01-01,Pahang,p0,70962.277
abs,2025-01-01,Pahang,p1,15878.151
abs,2025-01-01,Pahang,p2,581.934
abs,2025-01-01,Pahang,p3,14727.174
abs,2025-01-01,Pahang,p4,2335.082
abs,2025-01-01,Pahang,p5,37340.421
abs,2025-01-01,Pahang,p6,99.515
abs,2025-01-01,Perak,p0,91529.379
abs,2025-01-01,Perak,p1,12451.216
abs,2025-01-01,Perak,p2,523.528
abs,2025-01-01,Perak,p3,19317.55
abs,2025-01-01,Perak,p4,2430.433
abs,2025-01-01,Perak,p5,56599.933
abs,2025-01-01,Perak,p6,206.72
abs,2025-01-01,Perlis,p0,6675.575
abs,2025-01-01,Perlis,p1,1098.698
abs,2025-01-01,Perlis,p2,35.266
abs,2025-01-01,Perlis,p3,511.746
abs,2025-01-01,Perlis,p4,159.005
abs,2025-01-01,Perlis,p5,4755.231
abs,2025-01-01,Perlis,p6,115.628
abs,2025-01-01,Pulau Pinang,p0,130283.385
abs,2025-01-01,Pulau Pinang,p1,2240.856
abs,2025-01-01,Pulau Pinang,p2,165.769
abs,2025-01-01,Pulau Pinang,p3,61658.978
abs,2025-01-01,Pulau Pinang,p4,4308.556
abs,2025-01-01,Pulau Pinang,p5,60840.275
abs,2025-01-01,Pulau Pinang,p6,1068.951
abs,2025-01-01,Sabah,p0,88773.954
abs,2025-01-01,Sabah,p1,12369.285
abs,2025-01-01,Sabah,p2,19500.671
abs,2025-01-01,Sabah,p3,6434.19
abs,2025-01-01,Sabah,p4,3886.388
abs,2025-01-01,Sabah,p5,46207.255
abs,2025-01-01,Sabah,p6,376.165
abs,2025-01-01,Sarawak,p0,153511.242
abs,2025-01-01,Sarawak,p1,15655.745
abs,2025-01-01,Sarawak,p2,32157.247
abs,2025-01-01,Sarawak,p3,38213.684
abs,2025-01-01,Sarawak,p4,6510.013
abs,2025-01-01,Sarawak,p5,60390.677
abs,2025-01-01,Sarawak,p6,583.876
abs,2025-01-01,Selangor,p0,460113.648
abs,2025-01-01,Selangor,p1,5148.001
abs,2025-01-01,Selangor,p2,1003.378
abs,2025-01-01,Selangor,p3,131001.502
abs,2025-01-01,Selangor,p4,26822.947
abs,2025-01-01,Selangor,p5,279882.946
abs,2025-01-01,Selangor,p6,16254.875
abs,2025-01-01,Terengganu,p0,40596.613
abs,2025-01-01,Terengganu,p1,3053.244
abs,2025-01-01,Terengganu,p2,233.275
abs,2025-01-01,Terengganu,p3,14456.821
abs,2025-01-01,Terengganu,p4,1290.491
