source_file,year,month,arrival_type,origin_market,arrivals_count
2025_visitor_arrivals_mar.pdf,2025,MAR,visitor,Japan,34518
2025_visitor_arrivals_mar.pdf,2025,MAR,visitor,United Kingdom,36482
2025_visitor_arrivals_mar.pdf,2025,MAR,visitor,Australia,29685
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Singapore,1579775
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,China,316549
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Indonesia,383516
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Thailand,242076
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,India,138020
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Brunei,117886
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Philippines,48697
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,United Kingdom,40390
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Australia,45052
2025_visitor_arrivals_may.pdf,2025,MAY,visitor,Japan,25085
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Singapore,1681402
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,China,348386
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Indonesia,318451
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Thailand,213551
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Brunei,112403
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,India,122581
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Philippines,46803
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Australia,36776
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,Japan,36484
2025_visitor_arrivals_oct.pdf,2025,OCT,visitor,United Kingdom,27490
2025_visitor_dec.pdf,2025,DEC,visitor,Singapore,1730597
2025_visitor_dec.pdf,2025,DEC,visitor,Indonesia,324765
2025_visitor_dec.pdf,2025,DEC,visitor,China,336121
2025_visitor_dec.pdf,2025,DEC,visitor,Thailand,184463
2025_visitor_dec.pdf,2025,DEC,visitor,Brunei,135437
2025_visitor_dec.pdf,2025,DEC,visitor,India,120851
2025_visitor_dec.pdf,2025,DEC,visitor,Australia,41856
2025_visitor_dec.pdf,2025,DEC,visitor,Philippines,51821
2025_visitor_dec.pdf,2025,DEC,visitor,United Kingdom,33401
2025_visitor_dec.pdf,2025,DEC,visitor,Japan,35118
2025_visitor_nov.pdf,2025,NOV,visitor,Singapore,1658826
2025_visitor_nov.pdf,2025,NOV,visitor,China,376481
2025_visitor_nov.pdf,2025,NOV,visitor,Indonesia,316266
2025_visitor_nov.pdf,2025,NOV,visitor,Thailand,240199
2025_visitor_nov.pdf,2025,NOV,visitor,Brunei,128072
2025_visitor_nov.pdf,2025,NOV,visitor,India,123829
2025_visitor_nov.pdf,2025,NOV,visitor,Philippines,51616
2025_visitor_nov.pdf,2025,NOV,visitor,Australia,41652
2025_visitor_nov.pdf,2025,NOV,visitor,Japan,36118
2025_visitor_nov.pdf,2025,NOV,visitor,United Kingdom,33746
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Singapore,704305
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,China,309629
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Indonesia,307850
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Thailand,137167
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,India,87899
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Brunei,83721
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Australia,31398
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Philippines,31999
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,United Kingdom,34517
2026_tourist_arrivals_apr.pdf,2026,APR,tourist,Japan,36053
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Singapore,670093
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,China,371299
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Indonesia,343500
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Thailand,150401
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,India,89958
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Brunei,84389
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,United Kingdom,35195
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Japan,26580
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Philippines,29084
2026_tourist_arrivals_feb.pdf,2026,FEB,tourist,Australia,52275
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Singapore,1073335
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,China,284828
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Indonesia,346932
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Thailand,140699
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,India,113309
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Brunei,136910
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Australia,54880
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,United Kingdom,33440
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Philippines,44393
2026_tourist_arrivals_jan.pdf,2026,JAN,tourist,Japan,30331
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Singapore,652091
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,China,339811
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Indonesia,284003
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Thailand,166791
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,India,93299
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Brunei,56422
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Philippines,36419
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Australia,38237
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,United Kingdom,30577
2026_tourist_arrivals_may.pdf,2026,MAY,tourist,Japan,23574
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Singapore,1755876
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,China,371282
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Indonesia,359472
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Thailand,189679
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,India,115997
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Brunei,129392
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Philippines,48480
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Australia,37255
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,United Kingdom,39282
2026_visitor_arrivals_apr.pdf,2026,APR,visitor,Japan,43466
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Singapore,1779252
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,China,432633
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Indonesia,391977
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Thailand,230451
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,India,116216
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Brunei,147126
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Philippines,45392
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,United Kingdom,40464
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Japan,32566
2026_visitor_arrivals_feb.pdf,2026,FEB,visitor,Australia,64544
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Singapore,2049795
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,China,342073
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Indonesia,391813
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Thailand,218049
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Brunei,207280
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,India,139914
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Australia,65034
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Philippines,61895
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,United Kingdom,37844
2026_visitor_arrivals_jan.pdf,2026,JAN,visitor,Japan,36642
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Singapore,1696732
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,China,403289
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Indonesia,322888
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Thailand,228700
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,India,120262
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Brunei,96240
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Philippines,53114
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Australia,45058
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,Japan,28386
2026_visitor_arrivals_may.pdf,2026,MAY,visitor,United Kingdom,35128
