year,origin_state,destination_state,tourists_thousands
2022,Terengganu,Pulau Pinang,24.039
2022,Terengganu,Perak,19.196
2022,Terengganu,Perlis,8.407
2022,Terengganu,Selangor,20.529
2022,Terengganu,Terengganu,805.296
2022,Terengganu,Sabah,15.764
2022,Terengganu,Sarawak,8.562
2022,Terengganu,W.P. Kuala Lumpur,188.33
2022,Terengganu,W.P. Labuan,0.875
2022,Terengganu,W.P. Putrajaya,10.96
2022,Sabah,Johor,75.173
2022,Sabah,Kedah,24.276
2022,Sabah,Kelantan,9.475
2022,Sabah,Melaka,5.958
2022,Sabah,Negeri Sembilan,10.747
2022,Sabah,Pahang,7.831
2022,Sabah,Pulau Pinang,2.925
2022,Sabah,Perak,35.755
2022,Sabah,Perlis,2.535
2022,Sabah,Selangor,127.756
2022,Sabah,Terengganu,22.289
2022,Sabah,Sabah,3182.843
2022,Sabah,Sarawak,13.776
2022,Sabah,W.P. Kuala Lumpur,267.278
2022,Sabah,W.P. Labuan,50.41
2022,Sabah,W.P. Putrajaya,3.566
2022,Sarawak,Johor,24.682
2022,Sarawak,Kedah,17.629
2022,Sarawak,Kelantan,4.867
2022,Sarawak,Melaka,16.894
2022,Sarawak,Negeri Sembilan,4.148
2022,Sarawak,Pahang,8.878
2022,Sarawak,Pulau Pinang,45.711
2022,Sarawak,Perak,54.914
2022,Sarawak,Perlis,23.334
2022,Sarawak,Selangor,68.871
2022,Sarawak,Terengganu,9.227
2022,Sarawak,Sabah,166.585
2022,Sarawak,Sarawak,3685.904
2022,Sarawak,W.P. Kuala Lumpur,195.039
2022,Sarawak,W.P. Labuan,25.86
2022,Sarawak,W.P. Putrajaya,0.176
2022,W.P. Kuala Lumpur,Johor,718.528
2022,W.P. Kuala Lumpur,Kedah,401.7
2022,W.P. Kuala Lumpur,Kelantan,501.948
2022,W.P. Kuala Lumpur,Melaka,814.257
2022,W.P. Kuala Lumpur,Negeri Sembilan,731.637
2022,W.P. Kuala Lumpur,Pahang,1098.075
2022,W.P. Kuala Lumpur,Pulau Pinang,296.422
2022,W.P. Kuala Lumpur,Perak,1009.571
2022,W.P. Kuala Lumpur,Perlis,36.775
2022,W.P. Kuala Lumpur,Selangor,883.514
2022,W.P. Kuala Lumpur,Terengganu,127.459
2022,W.P. Kuala Lumpur,Sabah,72.479
2022,W.P. Kuala Lumpur,Sarawak,24.896
2022,W.P. Kuala Lumpur,W.P. Kuala Lumpur,128.26
2022,W.P. Kuala Lumpur,W.P. Labuan,0.074
2022,W.P. Kuala Lumpur,W.P. Putrajaya,17.903
2022,W.P. Labuan,Johor,5.287
2022,W.P. Labuan,Kedah,3.731
2022,W.P. Labuan,Kelantan,2.219
2022,W.P. Labuan,Melaka,1.749
2022,W.P. Labuan,Negeri Sembilan,1.269
2022,W.P. Labuan,Pahang,0.249
2022,W.P. Labuan,Pulau Pinang,1.55
2022,W.P. Labuan,Perak,0.431
2022,W.P. Labuan,Perlis,0.053
2022,W.P. Labuan,Selangor,10.987
2022,W.P. Labuan,Terengganu,1.948
2022,W.P. Labuan,Sabah,70.544
2022,W.P. Labuan,Sarawak,4.52
2022,W.P. Labuan,W.P. Kuala Lumpur,3.22
2022,W.P. Labuan,W.P. Labuan,0.986
2022,W.P. Labuan,W.P. Putrajaya,0.128
2022,W.P. Putrajaya,Johor,25.19
2022,W.P. Putrajaya,Kedah,7.245
2022,W.P. Putrajaya,Kelantan,6.655
2022,W.P. Putrajaya,Melaka,16.152
2022,W.P. Putrajaya,Negeri Sembilan,18.005
2022,W.P. Putrajaya,Pahang,25.544
2022,W.P. Putrajaya,Pulau Pinang,6.71
2022,W.P. Putrajaya,Perak,30.673
2022,W.P. Putrajaya,Perlis,2.739
2022,W.P. Putrajaya,Selangor,8.243
2022,W.P. Putrajaya,Terengganu,20.456
2022,W.P. Putrajaya,Sabah,3.622
2022,W.P. Putrajaya,Sarawak,0.377
2022,W.P. Putrajaya,W.P. Kuala Lumpur,23.768
2022,W.P. Putrajaya,W.P. Labuan,0.282
2022,W.P. Putrajaya,W.P. Putrajaya,0.067
2023,Johor,Johor,4415.957
2023,Johor,Kedah,287.28
2023,Johor,Kelantan,227.617
2023,Johor,Melaka,961.124
2023,Johor,Negeri Sembilan,506.846
2023,Johor,Pahang,581.836
2023,Johor,Pulau Pinang,312.678
2023,Johor,Perak,426.092
2023,Johor,Perlis,12.144
2023,Johor,Selangor,574.624
2023,Johor,Terengganu,153.452
2023,Johor,Sabah,9.828
2023,Johor,Sarawak,5.21
2023,Johor,W.P. Kuala Lumpur,432.668
2023,Johor,W.P. Labuan,9.949
2023,Johor,W.P. Putrajaya,46.297
2023,Kedah,Johor,49.516
2023,Kedah,Kedah,1553.782
2023,Kedah,Kelantan,175.473
2023,Kedah,Melaka,81.453
2023,Kedah,Negeri Sembilan,82.518
2023,Kedah,Pahang,205.717
2023,Kedah,Pulau Pinang,260.335
2023,Kedah,Perak,443.281
2023,Kedah,Perlis,122.934
2023,Kedah,Selangor,195.599
2023,Kedah,Terengganu,83.935
2023,Kedah,Sabah,22.632
2023,Kedah,Sarawak,23.832
2023,Kedah,W.P. Kuala Lumpur,321.246
2023,Kedah,W.P. Labuan,13.27
2023,Kedah,W.P. Putrajaya,42.212
2023,Kelantan,Johor,152.566
2023,Kelantan,Kedah,68.518
2023,Kelantan,Kelantan,905.877
2023,Kelantan,Melaka,46.42
2023,Kelantan,Negeri Sembilan,11.211
2023,Kelantan,Pahang,390.98
2023,Kelantan,Pulau Pinang,79.799
2023,Kelantan,Perak,109.497
2023,Kelantan,Perlis,15.142
2023,Kelantan,Selangor,537.822
2023,Kelantan,Terengganu,422.522
2023,Kelantan,Sabah,13.16
2023,Kelantan,Sarawak,17.593
2023,Kelantan,W.P. Kuala Lumpur,369.93
2023,Kelantan,W.P. Labuan,4.772
2023,Kelantan,W.P. Putrajaya,27.644
2023,Melaka,Johor,401.077
2023,Melaka,Kedah,94.193
2023,Melaka,Kelantan,124.592
2023,Melaka,Melaka,870.12
2023,Melaka,Negeri Sembilan,182.125
2023,Melaka,Pahang,260.701
2023,Melaka,Pulau Pinang,61.153
2023,Melaka,Perak,115.125
2023,Melaka,Perlis,7.608
2023,Melaka,Selangor,245.021
2023,Melaka,Terengganu,108.733
2023,Melaka,Sabah,6.943
2023,Melaka,Sarawak,1.685
2023,Melaka,W.P. Kuala Lumpur,234.904
2023,Melaka,W.P. Labuan,6.026
2023,Melaka,W.P. Putrajaya,33.327
2023,Negeri Sembilan,Johor,402.848
2023,Negeri Sembilan,Kedah,82.639
2023,Negeri Sembilan,Kelantan,76.248
2023,Negeri Sembilan,Melaka,238.354
2023,Negeri Sembilan,Negeri Sembilan,1088.586
2023,Negeri Sembilan,Pahang,417.257
2023,Negeri Sembilan,Pulau Pinang,162.766
2023,Negeri Sembilan,Perak,162.927
2023,Negeri Sembilan,Perlis,12.891
2023,Negeri Sembilan,Selangor,169.908
2023,Negeri Sembilan,Terengganu,96.15
2023,Negeri Sembilan,Sabah,22.654
2023,Negeri Sembilan,Sarawak,6.092
2023,Negeri Sembilan,W.P. Kuala Lumpur,33.722
2023,Negeri Sembilan,W.P. Labuan,11.694
2023,Negeri Sembilan,W.P. Putrajaya,7.351
2023,Pahang,Johor,361.147
2023,Pahang,Kedah,100.03
2023,Pahang,Kelantan,482.837
2023,Pahang,Melaka,205.423
2023,Pahang,Negeri Sembilan,194.065
2023,Pahang,Pahang,2507.806
2023,Pahang,Pulau Pinang,81.425
2023,Pahang,Perak,232.148
2023,Pahang,Perlis,6.501
2023,Pahang,Selangor,541.085
2023,Pahang,Terengganu,399.142
2023,Pahang,Sabah,43.82
2023,Pahang,Sarawak,7.268
2023,Pahang,W.P. Kuala Lumpur,355.326
2023,Pahang,W.P. Labuan,13.781
2023,Pahang,W.P. Putrajaya,30.538
2023,Pulau Pinang,Johor,68.3
2023,Pulau Pinang,Kedah,1393.975
2023,Pulau Pinang,Kelantan,60.777
2023,Pulau Pinang,Melaka,58.088
2023,Pulau Pinang,Negeri Sembilan,50.351
2023,Pulau Pinang,Pahang,196.274
2023,Pulau Pinang,Pulau Pinang,720.349
2023,Pulau Pinang,Perak,545.858
2023,Pulau Pinang,Perlis,200.368
2023,Pulau Pinang,Selangor,154.394
2023,Pulau Pinang,Terengganu,81.122
2023,Pulau Pinang,Sabah,66.34
2023,Pulau Pinang,Sarawak,7.86
2023,Pulau Pinang,W.P. Kuala Lumpur,107.502
2023,Pulau Pinang,W.P. Labuan,12.677
2023,Pulau Pinang,W.P. Putrajaya,22.683
2023,Perak,Johor,146.966
2023,Perak,Kedah,507.941
2023,Perak,Kelantan,264.537
2023,Perak,Melaka,77.961
2023,Perak,Negeri Sembilan,45.192
2023,Perak,Pahang,182.931
2023,Perak,Pulau Pinang,259.366
2023,Perak,Perak,2254.162
2023,Perak,Perlis,61.594
2023,Perak,Selangor,619.88
2023,Perak,Terengganu,148.993
2023,Perak,Sabah,33.382
2023,Perak,Sarawak,17.811
2023,Perak,W.P. Kuala Lumpur,327.411
2023,Perak,W.P. Labuan,8.532
2023,Perak,W.P. Putrajaya,15.503
2023,Perlis,Johor,16.746
2023,Perlis,Kedah,168.635
2023,Perlis,Kelantan,48.715
2023,Perlis,Melaka,12.124
2023,Perlis,Negeri Sembilan,5.275
2023,Perlis,Pahang,16.929
2023,Perlis,Pulau Pinang,85.136
2023,Perlis,Perak,62.548
2023,Perlis,Perlis,70.615
2023,Perlis,Selangor,37.648
2023,Perlis,Terengganu,2.348
2023,Perlis,Sabah,3.067
2023,Perlis,Sarawak,0.915
2023,Perlis,W.P. Kuala Lumpur,43.001
2023,Perlis,W.P. Labuan,2.524
2023,Perlis,W.P. Putrajaya,5.118
2023,Selangor,Johor,2048.478
2023,Selangor,Kedah,1815.866
2023,Selangor,Kelantan,1030.759
2023,Selangor,Melaka,1693.22
2023,Selangor,Negeri Sembilan,1553.003
2023,Selangor,Pahang,2381.577
2023,Selangor,Pulau Pinang,1491.415
2023,Selangor,Perak,2119.873
2023,Selangor,Perlis,156.013
2023,Selangor,Selangor,3206.019
2023,Selangor,Terengganu,1203.233
2023,Selangor,Sabah,203.344
2023,Selangor,Sarawak,169.77
2023,Selangor,W.P. Kuala Lumpur,1854.55
2023,Selangor,W.P. Labuan,3.777
2023,Selangor,W.P. Putrajaya,153.129
2023,Terengganu,Johor,42.97
2023,Terengganu,Kedah,29.479
2023,Terengganu,Kelantan,424.009
2023,Terengganu,Melaka,38.704
2023,Terengganu,Negeri Sembilan,6.226
2023,Terengganu,Pahang,183.597
2023,Terengganu,Pulau Pinang,29.473
2023,Terengganu,Perak,22.405
2023,Terengganu,Perlis,11.417
2023,Terengganu,Selangor,119.712
2023,Terengganu,Terengganu,1187.341
2023,Terengganu,Sabah,47.123
2023,Terengganu,Sarawak,24.213
2023,Terengganu,W.P. Kuala Lumpur,618.741
2023,Terengganu,W.P. Labuan,15.049
2023,Terengganu,W.P. Putrajaya,24.255
2023,Sabah,Johor,66.788
2023,Sabah,Kedah,35.44
2023,Sabah,Kelantan,17.117
2023,Sabah,Melaka,22.016
2023,Sabah,Negeri Sembilan,13.608
2023,Sabah,Pahang,11.684
2023,Sabah,Pulau Pinang,18.701
2023,Sabah,Perak,20.749
2023,Sabah,Perlis,14.764
2023,Sabah,Selangor,231.626
2023,Sabah,Terengganu,15.234
2023,Sabah,Sabah,4852.005
2023,Sabah,Sarawak,54.558
2023,Sabah,W.P. Kuala Lumpur,149.896
2023,Sabah,W.P. Labuan,39.206
2023,Sabah,W.P. Putrajaya,9.827
2023,Sarawak,Johor,99.067
2023,Sarawak,Kedah,2.35
2023,Sarawak,Kelantan,28.652
2023,Sarawak,Melaka,6.137
2023,Sarawak,Negeri Sembilan,49.18
2023,Sarawak,Pahang,17.117
2023,Sarawak,Pulau Pinang,64.51
2023,Sarawak,Perak,3.389
2023,Sarawak,Perlis,6.533
2023,Sarawak,Selangor,117.32
2023,Sarawak,Terengganu,21.491
2023,Sarawak,Sabah,248.488
2023,Sarawak,Sarawak,4938.324
2023,Sarawak,W.P. Kuala Lumpur,528.755
2023,Sarawak,W.P. Labuan,8.212
2023,Sarawak,W.P. Putrajaya,18.183
2023,W.P. Kuala Lumpur,Johor,616.598
2023,W.P. Kuala Lumpur,Kedah,284.807
2023,W.P. Kuala Lumpur,Kelantan,189.064
2023,W.P. Kuala Lumpur,Melaka,644.94
2023,W.P. Kuala Lumpur,Negeri Sembilan,443.931
2023,W.P. Kuala Lumpur,Pahang,1151.479
2023,W.P. Kuala Lumpur,Pulau Pinang,434.699
2023,W.P. Kuala Lumpur,Perak,929.067
2023,W.P. Kuala Lumpur,Perlis,33.521
2023,W.P. Kuala Lumpur,Selangor,1677.563
2023,W.P. Kuala Lumpur,Terengganu,126.992
2023,W.P. Kuala Lumpur,Sabah,118.98
2023,W.P. Kuala Lumpur,Sarawak,41.918
2023,W.P. Kuala Lumpur,W.P. Kuala Lumpur,317.275
2023,W.P. Kuala Lumpur,W.P. Labuan,7.168
2023,W.P. Kuala Lumpur,W.P. Putrajaya,21.83
2023,W.P. Labuan,Johor,0.201
2023,W.P. Labuan,Kedah,0.115
2023,W.P. Labuan,Kelantan,4.048
2023,W.P. Labuan,Melaka,0.134
2023,W.P. Labuan,Negeri Sembilan,6.333
2023,W.P. Labuan,Pahang,1.118
2023,W.P. Labuan,Pulau Pinang,0.066
2023,W.P. Labuan,Perak,8.112
2023,W.P. Labuan,Perlis,0.762
2023,W.P. Labuan,Selangor,3.055
2023,W.P. Labuan,Terengganu,2.511
2023,W.P. Labuan,Sabah,75.082
2023,W.P. Labuan,Sarawak,0.44
2023,W.P. Labuan,W.P. Kuala Lumpur,6.839
2023,W.P. Labuan,W.P. Labuan,5.972
2023,W.P. Labuan,W.P. Putrajaya,7.382
2023,W.P. Putrajaya,Johor,33.771
2023,W.P. Putrajaya,Kedah,27.378
2023,W.P. Putrajaya,Kelantan,25.469
2023,W.P. Putrajaya,Melaka,34.912
2023,W.P. Putrajaya,Negeri Sembilan,17.002
2023,W.P. Putrajaya,Pahang,30.103
2023,W.P. Putrajaya,Pulau Pinang,7.828
2023,W.P. Putrajaya,Perak,48.159
2023,W.P. Putrajaya,Perlis,3.183
2023,W.P. Putrajaya,Selangor,24.407
2023,W.P. Putrajaya,Terengganu,6.81
2023,W.P. Putrajaya,Sabah,8.29
2023,W.P. Putrajaya,Sarawak,7.138
2023,W.P. Putrajaya,W.P. Kuala Lumpur,23.024
2023,W.P. Putrajaya,W.P. Labuan,1.497
2023,W.P. Putrajaya,W.P. Putrajaya,35.808
2024,Johor,Johor,3704.714
2024,Johor,Kedah,196.667
2024,Johor,Kelantan,425.275
2024,Johor,Melaka,1528.012
2024,Johor,Negeri Sembilan,616.968
2024,Johor,Pahang,919.966
2024,Johor,Pulau Pinang,221.252
2024,Johor,Perak,403.301
2024,Johor,Perlis,95.567
2024,Johor,Selangor,1746.841
2024,Johor,Terengganu,188.495
2024,Johor,Sabah,168.943
2024,Johor,Sarawak,209.896
2024,Johor,W.P. Kuala Lumpur,787.645
2024,Johor,W.P. Labuan,13.35
2024,Johor,W.P. Putrajaya,52.906
2024,Kedah,Johor,133.108
2024,Kedah,Kedah,1787.51
2024,Kedah,Kelantan,276.209
2024,Kedah,Melaka,96.196
2024,Kedah,Negeri Sembilan,233.341
2024,Kedah,Pahang,248.758
2024,Kedah,Pulau Pinang,450.051
2024,Kedah,Perak,723.289
2024,Kedah,Perlis,130.848
2024,Kedah,Selangor,297.097
2024,Kedah,Terengganu,61.22
2024,Kedah,Sabah,32.865
2024,Kedah,Sarawak,30.214
2024,Kedah,W.P. Kuala Lumpur,254.91
2024,Kedah,W.P. Labuan,7.133
2024,Kedah,W.P. Putrajaya,87.496
2024,Kelantan,Johor,115.899
2024,Kelantan,Kedah,132.209
2024,Kelantan,Kelantan,977.965
2024,Kelantan,Melaka,8.592
2024,Kelantan,Negeri Sembilan,106.131
2024,Kelantan,Pahang,251.898
2024,Kelantan,Pulau Pinang,146.896
2024,Kelantan,Perak,221.977
2024,Kelantan,Perlis,34.466
2024,Kelantan,Selangor,259.034
2024,Kelantan,Terengganu,496.82
2024,Kelantan,Sabah,28.812
2024,Kelantan,Sarawak,3.6
2024,Kelantan,W.P. Kuala Lumpur,232.399
2024,Kelantan,W.P. Labuan,3.283
2024,Kelantan,W.P. Putrajaya,95.755
2024,Melaka,Johor,459.072
2024,Melaka,Kedah,122.587
2024,Melaka,Kelantan,79.537
2024,Melaka,Melaka,266.106
2024,Melaka,Negeri Sembilan,379.134
2024,Melaka,Pahang,254.647
2024,Melaka,Pulau Pinang,106.225
2024,Melaka,Perak,259.154
2024,Melaka,Perlis,3.154
2024,Melaka,Selangor,378.083
2024,Melaka,Terengganu,74.915
2024,Melaka,Sabah,78.204
2024,Melaka,Sarawak,27.792
2024,Melaka,W.P. Kuala Lumpur,458.258
2024,Melaka,W.P. Labuan,1.593
2024,Melaka,W.P. Putrajaya,41.326
2024,Negeri Sembilan,Johor,464.774
2024,Negeri Sembilan,Kedah,71.578
2024,Negeri Sembilan,Kelantan,258.247
2024,Negeri Sembilan,Melaka,359.632
2024,Negeri Sembilan,Negeri Sembilan,714.607
2024,Negeri Sembilan,Pahang,459.935
2024,Negeri Sembilan,Pulau Pinang,140.479
2024,Negeri Sembilan,Perak,315.022
2024,Negeri Sembilan,Perlis,18.34
2024,Negeri Sembilan,Selangor,351.433
2024,Negeri Sembilan,Terengganu,136.393
2024,Negeri Sembilan,Sabah,8.786
2024,Negeri Sembilan,Sarawak,9.935
2024,Negeri Sembilan,W.P. Kuala Lumpur,256.05
2024,Negeri Sembilan,W.P. Labuan,6.764
2024,Negeri Sembilan,W.P. Putrajaya,36.296
2024,Pahang,Johor,538.802
2024,Pahang,Kedah,122.385
2024,Pahang,Kelantan,474.376
2024,Pahang,Melaka,134.318
2024,Pahang,Negeri Sembilan,221.144
2024,Pahang,Pahang,1981.222
2024,Pahang,Pulau Pinang,119.939
2024,Pahang,Perak,489.012
2024,Pahang,Perlis,25.78
2024,Pahang,Selangor,383.805
2024,Pahang,Terengganu,686.073
2024,Pahang,Sabah,61.941
2024,Pahang,Sarawak,8.744
2024,Pahang,W.P. Kuala Lumpur,467.78
2024,Pahang,W.P. Labuan,5.887
2024,Pahang,W.P. Putrajaya,23.758
2024,Pulau Pinang,Johor,124.816
2024,Pulau Pinang,Kedah,962.038
2024,Pulau Pinang,Kelantan,4.76
2024,Pulau Pinang,Melaka,210.415
2024,Pulau Pinang,Negeri Sembilan,67.787
2024,Pulau Pinang,Pahang,395.965
2024,Pulau Pinang,Pulau Pinang,523.113
2024,Pulau Pinang,Perak,487.147
2024,Pulau Pinang,Perlis,216.419
2024,Pulau Pinang,Selangor,354.503
2024,Pulau Pinang,Terengganu,489.885
2024,Pulau Pinang,Sabah,181.891
2024,Pulau Pinang,Sarawak,1.063
2024,Pulau Pinang,W.P. Kuala Lumpur,539.031
2024,Pulau Pinang,W.P. Labuan,7.956
2024,Pulau Pinang,W.P. Putrajaya,45.97
2024,Perak,Johor,282.367
2024,Perak,Kedah,659.705
2024,Perak,Kelantan,245.397
2024,Perak,Melaka,202.444
2024,Perak,Negeri Sembilan,186.796
2024,Perak,Pahang,432.226
2024,Perak,Pulau Pinang,384.443
2024,Perak,Perak,1886.966
2024,Perak,Perlis,102.461
2024,Perak,Selangor,1053.853
2024,Perak,Terengganu,256.269
2024,Perak,Sabah,77.564
2024,Perak,Sarawak,37.394
2024,Perak,W.P. Kuala Lumpur,909.009
2024,Perak,W.P. Labuan,20.276
2024,Perak,W.P. Putrajaya,90.289
2024,Perlis,Johor,20.528
2024,Perlis,Kedah,238.573
2024,Perlis,Kelantan,34.567
2024,Perlis,Melaka,6.776
2024,Perlis,Negeri Sembilan,13.4
2024,Perlis,Pahang,75.115
2024,Perlis,Pulau Pinang,197.276
2024,Perlis,Perak,97.427
2024,Perlis,Perlis,50.996
2024,Perlis,Selangor,73.087
2024,Perlis,Terengganu,49.435
2024,Perlis,Sabah,4.239
2024,Perlis,Sarawak,3.126
2024,Perlis,W.P. Kuala Lumpur,56.871
2024,Perlis,W.P. Labuan,0.808
2024,Perlis,W.P. Putrajaya,10.961
2024,Selangor,Johor,1837.846
2024,Selangor,Kedah,1793.603
2024,Selangor,Kelantan,1365.974
2024,Selangor,Melaka,1698.792
2024,Selangor,Negeri Sembilan,1524.26
2024,Selangor,Pahang,1636.986
2024,Selangor,Pulau Pinang,1199.166
2024,Selangor,Perak,3336.198
2024,Selangor,Perlis,461.172
2024,Selangor,Selangor,2953.259
2024,Selangor,Terengganu,973.553
2024,Selangor,Sabah,770.899
2024,Selangor,Sarawak,588.138
2024,Selangor,W.P. Kuala Lumpur,1291.171
2024,Selangor,W.P. Labuan,9.719
2024,Selangor,W.P. Putrajaya,65.445
2024,Terengganu,Johor,12.138
2024,Terengganu,Kedah,7.925
2024,Terengganu,Kelantan,346.675
2024,Terengganu,Melaka,10.535
2024,Terengganu,Negeri Sembilan,19.287
2024,Terengganu,Pahang,293.872
2024,Terengganu,Pulau Pinang,34.815
2024,Terengganu,Perak,19.12
2024,Terengganu,Perlis,5.452
2024,Terengganu,Selangor,224.869
2024,Terengganu,Terengganu,487.724
2024,Terengganu,Sabah,26.825
2024,Terengganu,Sarawak,2.747
2024,Terengganu,W.P. Kuala Lumpur,74.284
2024,Terengganu,W.P. Labuan,5.041
2024,Terengganu,W.P. Putrajaya,3.005
2024,Sabah,Johor,27.375
2024,Sabah,Kedah,34.294
2024,Sabah,Kelantan,7.941
2024,Sabah,Melaka,28.095
2024,Sabah,Negeri Sembilan,6.93
2024,Sabah,Pahang,11.471
2024,Sabah,Pulau Pinang,86.459
2024,Sabah,Perak,5.995
2024,Sabah,Perlis,4.359
2024,Sabah,Selangor,200.936
2024,Sabah,Terengganu,10.243
2024,Sabah,Sabah,4132.289
2024,Sabah,Sarawak,386.56
2024,Sabah,W.P. Kuala Lumpur,277.914
2024,Sabah,W.P. Labuan,64.186
2024,Sabah,W.P. Putrajaya,38.402
2024,Sarawak,Johor,41.45
2024,Sarawak,Kedah,72.561
2024,Sarawak,Kelantan,23.379
2024,Sarawak,Melaka,7.034
2024,Sarawak,Negeri Sembilan,8.098
2024,Sarawak,Pahang,12.647
2024,Sarawak,Pulau Pinang,41.88
2024,Sarawak,Perak,5.561
2024,Sarawak,Perlis,13.178
2024,Sarawak,Selangor,211.808
2024,Sarawak,Terengganu,22.411
2024,Sarawak,Sabah,247.465
2024,Sarawak,Sarawak,4055.785
2024,Sarawak,W.P. Kuala Lumpur,245.981
2024,Sarawak,W.P. Labuan,27.314
2024,Sarawak,W.P. Putrajaya,30.921
2024,W.P. Kuala Lumpur,Johor,1689.695
2024,W.P. Kuala Lumpur,Kedah,624.876
2024,W.P. Kuala Lumpur,Kelantan,1289.447
2024,W.P. Kuala Lumpur,Melaka,1520.438
2024,W.P. Kuala Lumpur,Negeri Sembilan,1815.293
2024,W.P. Kuala Lumpur,Pahang,2485.925
2024,W.P. Kuala Lumpur,Pulau Pinang,1088.185
2024,W.P. Kuala Lumpur,Perak,1881.571
2024,W.P. Kuala Lumpur,Perlis,97.851
2024,W.P. Kuala Lumpur,Selangor,1026.36
2024,W.P. Kuala Lumpur,Terengganu,954.478
2024,W.P. Kuala Lumpur,Sabah,105.983
2024,W.P. Kuala Lumpur,Sarawak,304.533
2024,W.P. Kuala Lumpur,W.P. Kuala Lumpur,338.113
2024,W.P. Kuala Lumpur,W.P. Labuan,3.966
2024,W.P. Kuala Lumpur,W.P. Putrajaya,6.806
2024,W.P. Labuan,Johor,0.087
2024,W.P. Labuan,Kedah,1.83
2024,W.P. Labuan,Kelantan,1.902
2024,W.P. Labuan,Melaka,0.161
2024,W.P. Labuan,Negeri Sembilan,1.308
2024,W.P. Labuan,Pahang,20.987
2024,W.P. Labuan,Pulau Pinang,0.498
2024,W.P. Labuan,Perak,1.164
2024,W.P. Labuan,Perlis,0.642
2024,W.P. Labuan,Selangor,3.53
2024,W.P. Labuan,Terengganu,1.782
2024,W.P. Labuan,Sabah,151.349
2024,W.P. Labuan,Sarawak,16.186
2024,W.P. Labuan,W.P. Kuala Lumpur,13.709
2024,W.P. Labuan,W.P. Labuan,15.209
2024,W.P. Labuan,W.P. Putrajaya,7.907
2024,W.P. Putrajaya,Johor,28.391
2024,W.P. Putrajaya,Kedah,26.077
2024,W.P. Putrajaya,Kelantan,52.129
2024,W.P. Putrajaya,Melaka,80.822
2024,W.P. Putrajaya,Negeri Sembilan,73.059
2024,W.P. Putrajaya,Pahang,44.218
2024,W.P. Putrajaya,Pulau Pinang,25.344
2024,W.P. Putrajaya,Perak,76.048
2024,W.P. Putrajaya,Perlis,1.354
2024,W.P. Putrajaya,Selangor,55.887
2024,W.P. Putrajaya,Terengganu,28.708
2024,W.P. Putrajaya,Sabah,3.43
2024,W.P. Putrajaya,Sarawak,15.321
2024,W.P. Putrajaya,W.P. Kuala Lumpur,13.175
2024,W.P. Putrajaya,W.P. Labuan,1.615
2024,W.P. Putrajaya,W.P. Putrajaya,14.351
2025,Johor,Johor,3422.224
2025,Johor,Kedah,740.539
2025,Johor,Kelantan,576.493
2025,Johor,Melaka,1344.569
2025,Johor,Negeri Sembilan,1671.469
2025,Johor,Pahang,981.156
2025,Johor,Pulau Pinang,106.412
2025,Johor,Perak,173.172
2025,Johor,Perlis,50.178
2025,Johor,Selangor,629.355
2025,Johor,Terengganu,286.182
2025,Johor,Sabah,112.834
2025,Johor,Sarawak,348.024
2025,Johor,W.P. Kuala Lumpur,494.101
2025,Johor,W.P. Labuan,3.471
2025,Johor,W.P. Putrajaya,76.891
2025,Kedah,Johor,114.898
2025,Kedah,Kedah,1234.006
2025,Kedah,Kelantan,285.999
2025,Kedah,Melaka,259.897
2025,Kedah,Negeri Sembilan,112.4
2025,Kedah,Pahang,282.067
2025,Kedah,Pulau Pinang,431.179
2025,Kedah,Perak,698.16
2025,Kedah,Perlis,160.158
2025,Kedah,Selangor,329.094
2025,Kedah,Terengganu,341.083
2025,Kedah,Sabah,128.284
2025,Kedah,Sarawak,85.125
2025,Kedah,W.P. Kuala Lumpur,734.346
2025,Kedah,W.P. Labuan,7.389
2025,Kedah,W.P. Putrajaya,85.02
2025,Kelantan,Johor,103.148
2025,Kelantan,Kedah,101.463
2025,Kelantan,Kelantan,912.3
2025,Kelantan,Melaka,181.902
2025,Kelantan,Negeri Sembilan,66.973
2025,Kelantan,Pahang,212.844
2025,Kelantan,Pulau Pinang,93.324
2025,Kelantan,Perak,132.166
2025,Kelantan,Perlis,12.1
2025,Kelantan,Selangor,690.727
2025,Kelantan,Terengganu,752.094
2025,Kelantan,Sabah,80.149
2025,Kelantan,Sarawak,126.632
2025,Kelantan,W.P. Kuala Lumpur,297.176
2025,Kelantan,W.P. Labuan,2.559
2025,Kelantan,W.P. Putrajaya,104.006
2025,Melaka,Johor,685.258
2025,Melaka,Kedah,120.369
2025,Melaka,Kelantan,59.714
2025,Melaka,Melaka,149.224
2025,Melaka,Negeri Sembilan,280.267
2025,Melaka,Pahang,469.616
2025,Melaka,Pulau Pinang,99.282
2025,Melaka,Perak,288.792
2025,Melaka,Perlis,57.367
2025,Melaka,Selangor,348.921
2025,Melaka,Terengganu,286.532
2025,Melaka,Sabah,7.035
2025,Melaka,Sarawak,55.149
2025,Melaka,W.P. Kuala Lumpur,463.246
2025,Melaka,W.P. Labuan,26.775
2025,Melaka,W.P. Putrajaya,59.888
2025,Negeri Sembilan,Johor,467.594
2025,Negeri Sembilan,Kedah,112.049
2025,Negeri Sembilan,Kelantan,203.938
2025,Negeri Sembilan,Melaka,377.289
2025,Negeri Sembilan,Negeri Sembilan,460.839
